date;year;month;day;day_of_week;day_of_year;week_of_year;is_weekend;is_summer;is_public_holiday
2021-04-21;2021;4;21;2;111;16;False;False;False
2021-04-22;2021;4;22;3;112;16;False;False;False
2021-04-23;2021;4;23;4;113;16;False;False;False
2021-04-24;2021;4;24;5;114;16;True;False;False
2021-04-25;2021;4;25;6;115;16;True;False;False
2021-04-26;2021;4;26;0;116;17;False;False;False
2021-04-27;2021;4;27;1;117;17;False;False;False
2021-04-28;2021;4;28;2;118;17;False;False;False
2021-04-29;2021;4;29;3;119;17;False;False;False
2021-04-30;2021;4;30;4;120;17;False;False;False
2021-05-01;2021;5;1;5;121;17;True;False;False
2021-05-02;2021;5;2;6;122;17;True;False;False
2021-05-03;2021;5;3;0;123;18;False;False;False
2021-05-04;2021;5;4;1;124;18;False;False;False
2021-05-05;2021;5;5;2;125;18;False;False;False
2021-05-06;2021;5;6;3;126;18;False;False;False
2021-05-07;2021;5;7;4;127;18;False;False;False
2021-05-08;2021;5;8;5;128;18;True;False;False
2021-05-09;2021;5;9;6;129;18;True;False;False
2021-05-10;2021;5;10;0;130;19;False;False;False
2021-05-11;2021;5;11;1;131;19;False;False;False
2021-05-12;2021;5;12;2;132;19;False;False;False
2021-05-13;2021;5;13;3;133;19;False;False;True
2021-05-14;2021;5;14;4;134;19;False;False;True
2021-05-15;2021;5;15;5;135;19;True;False;True
2021-05-16;2021;5;16;6;136;19;True;False;False
2021-05-17;2021;5;17;0;137;20;False;False;False
2021-05-18;2021;5;18;1;138;20;False;False;False
2021-05-19;2021;5;19;2;139;20;False;False;False
2021-05-20;2021;5;20;3;140;20;False;False;False
2021-05-21;2021;5;21;4;141;20;False;False;False
2021-05-22;2021;5;22;5;142;20;True;False;False
2021-05-23;2021;5;23;6;143;20;True;False;False
2021-05-24;2021;5;24;0;144;21;False;False;False
2021-05-25;2021;5;25;1;145;21;False;False;False
2021-05-26;2021;5;26;2;146;21;False;False;False
2021-05-27;2021;5;27;3;147;21;False;False;False
2021-05-28;2021;5;28;4;148;21;False;False;False
2021-05-29;2021;5;29;5;149;21;True;False;False
2021-05-30;2021;5;30;6;150;21;True;False;False
2021-05-31;2021;5;31;0;151;22;False;False;False
2021-06-01;2021;6;1;1;152;22;False;True;False
2021-06-02;2021;6;2;2;153;22;False;True;False
2021-06-03;2021;6;3;3;154;22;False;True;False
2021-06-04;2021;6;4;4;155;22;False;True;False
2021-06-05;2021;6;5;5;156;22;True;True;False
2021-06-06;2021;6;6;6;157;22;True;True;False
2021-06-07;2021;6;7;0;158;23;False;True;False
2021-06-08;2021;6;8;1;159;23;False;True;False
2021-06-09;2021;6;9;2;160;23;False;True;False
2021-06-10;2021;6;10;3;161;23;False;True;False
2021-06-11;2021;6;11;4;162;23;False;True;False
2021-06-12;2021;6;12;5;163;23;True;True;False
2021-06-13;2021;6;13;6;164;23;True;True;False
2021-06-14;2021;6;14;0;165;24;False;True;False
2021-06-15;2021;6;15;1;166;24;False;True;False
2021-06-16;2021;6;16;2;167;24;False;True;False
2021-06-17;2021;6;17;3;168;24;False;True;False
2021-06-18;2021;6;18;4;169;24;False;True;False
2021-06-19;2021;6;19;5;170;24;True;True;False
2021-06-20;2021;6;20;6;171;24;True;True;False
2021-06-21;2021;6;21;0;172;25;False;True;False
2021-06-22;2021;6;22;1;173;25;False;True;False
2021-06-23;2021;6;23;2;174;25;False;True;False
2021-06-24;2021;6;24;3;175;25;False;True;False
2021-06-25;2021;6;25;4;176;25;False;True;False
2021-06-26;2021;6;26;5;177;25;True;True;False
2021-06-27;2021;6;27;6;178;25;True;True;False
2021-06-28;2021;6;28;0;179;26;False;True;False
2021-06-29;2021;6;29;1;180;26;False;True;False
2021-06-30;2021;6;30;2;181;26;False;True;False
2021-07-01;2021;7;1;3;182;26;False;True;False
2021-07-02;2021;7;2;4;183;26;False;True;False
2021-07-03;2021;7;3;5;184;26;True;True;False
2021-07-04;2021;7;4;6;185;26;True;True;False
2021-07-05;2021;7;5;0;186;27;False;True;False
2021-07-06;2021;7;6;1;187;27;False;True;False
2021-07-07;2021;7;7;2;188;27;False;True;False
2021-07-08;2021;7;8;3;189;27;False;True;False
2021-07-09;2021;7;9;4;190;27;False;True;False
2021-07-10;2021;7;10;5;191;27;True;True;False
2021-07-11;2021;7;11;6;192;27;True;True;False
2021-07-12;2021;7;12;0;193;28;False;True;False
2021-07-13;2021;7;13;1;194;28;False;True;False
2021-07-14;2021;7;14;2;195;28;False;True;False
2021-07-15;2021;7;15;3;196;28;False;True;False
2021-07-16;2021;7;16;4;197;28;False;True;False
2021-07-17;2021;7;17;5;198;28;True;True;False
2021-07-18;2021;7;18;6;199;28;True;True;False
2021-07-19;2021;7;19;0;200;29;False;True;False
2021-07-20;2021;7;20;1;201;29;False;True;False
2021-07-21;2021;7;21;2;202;29;False;True;False
2021-07-22;2021;7;22;3;203;29;False;True;False
2021-07-23;2021;7;23;4;204;29;False;True;False
2021-07-24;2021;7;24;5;205;29;True;True;False
2021-07-25;2021;7;25;6;206;29;True;True;False
2021-07-26;2021;7;26;0;207;30;False;True;False
2021-07-27;2021;7;27;1;208;30;False;True;False
2021-07-28;2021;7;28;2;209;30;False;True;False
2021-07-29;2021;7;29;3;210;30;False;True;False
2021-07-30;2021;7;30;4;211;30;False;True;False
2021-07-31;2021;7;31;5;212;30;True;True;False
2021-08-01;2021;8;1;6;213;30;True;True;False
2021-08-02;2021;8;2;0;214;31;False;True;False
2021-08-03;2021;8;3;1;215;31;False;True;False
2021-08-04;2021;8;4;2;216;31;False;True;False
2021-08-05;2021;8;5;3;217;31;False;True;False
2021-08-06;2021;8;6;4;218;31;False;True;False
2021-08-07;2021;8;7;5;219;31;True;True;False
2021-08-08;2021;8;8;6;220;31;True;True;False
2021-08-09;2021;8;9;0;221;32;False;True;False
2021-08-10;2021;8;10;1;222;32;False;True;False
2021-08-11;2021;8;11;2;223;32;False;True;False
2021-08-12;2021;8;12;3;224;32;False;True;False
2021-08-13;2021;8;13;4;225;32;False;True;False
2021-08-14;2021;8;14;5;226;32;True;True;False
2021-08-15;2021;8;15;6;227;32;True;True;False
2021-08-16;2021;8;16;0;228;33;False;True;False
2021-08-17;2021;8;17;1;229;33;False;True;False
2021-08-18;2021;8;18;2;230;33;False;True;False
2021-08-19;2021;8;19;3;231;33;False;True;False
2021-08-20;2021;8;20;4;232;33;False;True;False
2021-08-21;2021;8;21;5;233;33;True;True;False
2021-08-22;2021;8;22;6;234;33;True;True;False
2021-08-23;2021;8;23;0;235;34;False;True;False
2021-08-24;2021;8;24;1;236;34;False;True;False
2021-08-25;2021;8;25;2;237;34;False;True;False
2021-08-26;2021;8;26;3;238;34;False;True;False
2021-08-27;2021;8;27;4;239;34;False;True;False
2021-08-28;2021;8;28;5;240;34;True;True;False
2021-08-29;2021;8;29;6;241;34;True;True;False
2021-08-30;2021;8;30;0;242;35;False;True;False
2021-08-31;2021;8;31;1;243;35;False;True;False
2021-09-01;2021;9;1;2;244;35;False;False;False
2021-09-02;2021;9;2;3;245;35;False;False;False
2021-09-03;2021;9;3;4;246;35;False;False;False
2021-09-04;2021;9;4;5;247;35;True;False;False
2021-09-05;2021;9;5;6;248;35;True;False;False
2021-09-06;2021;9;6;0;249;36;False;False;False
2021-09-07;2021;9;7;1;250;36;False;False;False
2021-09-08;2021;9;8;2;251;36;False;False;False
2021-09-09;2021;9;9;3;252;36;False;False;False
2021-09-10;2021;9;10;4;253;36;False;False;False
2021-09-11;2021;9;11;5;254;36;True;False;False
2021-09-12;2021;9;12;6;255;36;True;False;False
2021-09-13;2021;9;13;0;256;37;False;False;False
2021-09-14;2021;9;14;1;257;37;False;False;False
2021-09-15;2021;9;15;2;258;37;False;False;False
2021-09-16;2021;9;16;3;259;37;False;False;False
2021-09-17;2021;9;17;4;260;37;False;False;False
2021-09-18;2021;9;18;5;261;37;True;False;False
2021-09-19;2021;9;19;6;262;37;True;False;False
2021-09-20;2021;9;20;0;263;38;False;False;False
2021-09-21;2021;9;21;1;264;38;False;False;False
2021-09-22;2021;9;22;2;265;38;False;False;False
2021-09-23;2021;9;23;3;266;38;False;False;False
2021-09-24;2021;9;24;4;267;38;False;False;False
2021-09-25;2021;9;25;5;268;38;True;False;False
2021-09-26;2021;9;26;6;269;38;True;False;False
2021-09-27;2021;9;27;0;270;39;False;False;False
2021-09-28;2021;9;28;1;271;39;False;False;False
2021-09-29;2021;9;29;2;272;39;False;False;False
2021-09-30;2021;9;30;3;273;39;False;False;False
2021-10-01;2021;10;1;4;274;39;False;False;False
2021-10-02;2021;10;2;5;275;39;True;False;False
2021-10-03;2021;10;3;6;276;39;True;False;False
2021-10-04;2021;10;4;0;277;40;False;False;False
2021-10-05;2021;10;5;1;278;40;False;False;False
2021-10-06;2021;10;6;2;279;40;False;False;False
2021-10-07;2021;10;7;3;280;40;False;False;False
2021-10-08;2021;10;8;4;281;40;False;False;False
2021-10-09;2021;10;9;5;282;40;True;False;False
2021-10-10;2021;10;10;6;283;40;True;False;False
2021-10-11;2021;10;11;0;284;41;False;False;False
2021-10-12;2021;10;12;1;285;41;False;False;False
2021-10-13;2021;10;13;2;286;41;False;False;False
2021-10-14;2021;10;14;3;287;41;False;False;False
2021-10-15;2021;10;15;4;288;41;False;False;False
2021-10-16;2021;10;16;5;289;41;True;False;False
2021-10-17;2021;10;17;6;290;41;True;False;False
2021-10-18;2021;10;18;0;291;42;False;False;False
2021-10-19;2021;10;19;1;292;42;False;False;False
2021-10-20;2021;10;20;2;293;42;False;False;False
2021-10-21;2021;10;21;3;294;42;False;False;False
2021-10-22;2021;10;22;4;295;42;False;False;False
2021-10-23;2021;10;23;5;296;42;True;False;False
2021-10-24;2021;10;24;6;297;42;True;False;False
2021-10-25;2021;10;25;0;298;43;False;False;False
2021-10-26;2021;10;26;1;299;43;False;False;False
2021-10-27;2021;10;27;2;300;43;False;False;False
2021-10-28;2021;10;28;3;301;43;False;False;False
2021-10-29;2021;10;29;4;302;43;False;False;False
2021-10-30;2021;10;30;5;303;43;True;False;False
2021-10-31;2021;10;31;6;304;43;True;False;False
2021-11-01;2021;11;1;0;305;44;False;False;False
2021-11-02;2021;11;2;1;306;44;False;False;False
2021-11-03;2021;11;3;2;307;44;False;False;False
2021-11-04;2021;11;4;3;308;44;False;False;False
2021-11-05;2021;11;5;4;309;44;False;False;False
2021-11-06;2021;11;6;5;310;44;True;False;False
2021-11-07;2021;11;7;6;311;44;True;False;False
2021-11-08;2021;11;8;0;312;45;False;False;False
2021-11-09;2021;11;9;1;313;45;False;False;False
2021-11-10;2021;11;10;2;314;45;False;False;False
2021-11-11;2021;11;11;3;315;45;False;False;False
2021-11-12;2021;11;12;4;316;45;False;False;False
2021-11-13;2021;11;13;5;317;45;True;False;False
2021-11-14;2021;11;14;6;318;45;True;False;False
2021-11-15;2021;11;15;0;319;46;False;False;False
2021-11-16;2021;11;16;1;320;46;False;False;False
2021-11-17;2021;11;17;2;321;46;False;False;False
2021-11-18;2021;11;18;3;322;46;False;False;False
2021-11-19;2021;11;19;4;323;46;False;False;False
2021-11-20;2021;11;20;5;324;46;True;False;False
2021-11-21;2021;11;21;6;325;46;True;False;False
2021-11-22;2021;11;22;0;326;47;False;False;False
2021-11-23;2021;11;23;1;327;47;False;False;False
2021-11-24;2021;11;24;2;328;47;False;False;False
2021-11-25;2021;11;25;3;329;47;False;False;False
2021-11-26;2021;11;26;4;330;47;False;False;False
2021-11-27;2021;11;27;5;331;47;True;False;False
2021-11-28;2021;11;28;6;332;47;True;False;False
2021-11-29;2021;11;29;0;333;48;False;False;False
2021-11-30;2021;11;30;1;334;48;False;False;False
2021-12-01;2021;12;1;2;335;48;False;False;False
2021-12-02;2021;12;2;3;336;48;False;False;False
2021-12-03;2021;12;3;4;337;48;False;False;False
2021-12-04;2021;12;4;5;338;48;True;False;False
2021-12-05;2021;12;5;6;339;48;True;False;False
2021-12-06;2021;12;6;0;340;49;False;False;False
2021-12-07;2021;12;7;1;341;49;False;False;False
2021-12-08;2021;12;8;2;342;49;False;False;False
2021-12-09;2021;12;9;3;343;49;False;False;False
2021-12-10;2021;12;10;4;344;49;False;False;False
2021-12-11;2021;12;11;5;345;49;True;False;False
2021-12-12;2021;12;12;6;346;49;True;False;False
2021-12-13;2021;12;13;0;347;50;False;False;False
2021-12-14;2021;12;14;1;348;50;False;False;False
2021-12-15;2021;12;15;2;349;50;False;False;False
2021-12-16;2021;12;16;3;350;50;False;False;False
2021-12-17;2021;12;17;4;351;50;False;False;False
2021-12-18;2021;12;18;5;352;50;True;False;False
2021-12-19;2021;12;19;6;353;50;True;False;False
2021-12-20;2021;12;20;0;354;51;False;False;False
2021-12-21;2021;12;21;1;355;51;False;False;False
2021-12-22;2021;12;22;2;356;51;False;False;False
2021-12-23;2021;12;23;3;357;51;False;False;False
2021-12-24;2021;12;24;4;358;51;False;False;False
2021-12-25;2021;12;25;5;359;51;True;False;False
2021-12-26;2021;12;26;6;360;51;True;False;False
2021-12-27;2021;12;27;0;361;52;False;False;False
2021-12-28;2021;12;28;1;362;52;False;False;False
2021-12-29;2021;12;29;2;363;52;False;False;False
2021-12-30;2021;12;30;3;364;52;False;False;False
2021-12-31;2021;12;31;4;365;52;False;False;False
2022-01-01;2022;1;1;5;1;52;True;False;False
