latitude;longitude;bright_ti4;acq_date;acq_time;confidence;frp;type
37.10178;40.38436;329.41;2023-01-01;1023;n;'4.79;0
37.10596;40.31473;332.23;2023-01-01;1023;n;'2.72;0
37.10534;40.31029;332.8;2023-01-01;1023;n;'2.72;0
37.15219;40.57621;332.96;2023-01-01;1023;n;'4.86;0
37.14574;40.5037;333.18;2023-01-01;1023;n;'3.85;0
37.11156;40.23137;343.33;2023-01-01;1023;n;'13.30;0
37.11095;40.22695;352.7;2023-01-01;1023;n;'13.30;0
37.11033;40.22253;326.14;2023-01-01;1023;n;'5.25;0
37.15301;40.45604;330.09;2023-01-01;1023;n;'1.90;0
37.15636;40.45532;327.35;2023-01-01;1023;n;'1.53;0
37.05926;39.74142;339.65;2023-01-01;1023;n;'4.43;0
37.16729;40.43457;337.76;2023-01-01;1023;n;'4.07;0
37.15062;40.31425;327.49;2023-01-01;1023;n;'2.47;0
37.18299;40.52344;342.9;2023-01-01;1023;n;'3.47;0
37.18935;40.49437;333.03;2023-01-01;1023;n;'3.10;0
37.18873;40.48988;333.31;2023-01-01;1023;n;'3.97;0
37.19271;40.49365;336.53;2023-01-01;1023;n;'3.10;0
37.18888;40.41612;329.5;2023-01-01;1023;n;'2.05;0
37.18826;40.41165;325.51;2023-01-01;1023;n;'2.05;0
37.15029;40.05136;329.77;2023-01-01;1023;n;'3.87;0
37.14968;40.04697;343.55;2023-01-01;1023;n;'3.87;0
37.14906;40.04256;345.02;2023-01-01;1023;n;'5.49;0
37.16715;40.14761;343.85;2023-01-01;1023;n;'8.29;0
37.1605;40.02644;330.59;2023-01-01;1023;n;'2.38;0
37.19057;40.1926;333.63;2023-01-01;1023;n;'3.80;0
37.18133;40.12632;329.18;2023-01-01;1023;n;'2.62;0
37.27536;40.73735;326.0;2023-01-01;1023;n;'2.06;0
37.187;40.09326;335.34;2023-01-01;1023;n;'2.26;0
37.19033;40.09253;325.89;2023-01-01;1023;n;'2.26;0
37.162;39.79582;336.79;2023-01-01;1023;n;'2.43;0
37.22489;40.21704;346.57;2023-01-01;1023;n;'6.57;0
37.16531;39.79507;330.2;2023-01-01;1023;n;'2.32;0
37.24566;40.2674;336.5;2023-01-01;1023;n;'2.91;0
37.23514;40.19197;333.13;2023-01-01;1023;n;'2.58;0
37.249;40.26667;333.23;2023-01-01;1023;n;'2.91;0
37.22754;40.08887;336.12;2023-01-01;1023;n;'2.13;0
37.23086;40.08814;325.28;2023-01-01;1023;n;'2.13;0
37.22922;40.05215;338.07;2023-01-01;1023;n;'3.65;0
37.24956;39.93572;329.41;2023-01-01;1023;n;'1.98;0
37.04916;38.40004;325.96;2023-01-01;1023;n;'1.47;0
37.23719;39.60965;346.72;2023-01-01;1023;n;'5.09;0
37.23986;39.60455;332.47;2023-01-01;1023;n;'4.68;0
37.27255;39.64204;332.26;2023-01-01;1023;n;'2.92;0
37.30493;39.72464;342.24;2023-01-01;1023;n;'10.67;0
37.30305;39.71157;331.64;2023-01-01;1023;n;'9.40;0
36.85855;36.86309;336.64;2023-01-01;1023;n;'1.54;0
37.30635;39.71082;327.41;2023-01-01;1023;n;'9.40;0
37.30573;39.70646;326.94;2023-01-01;1023;n;'9.40;0
37.2963;39.64114;332.29;2023-01-01;1023;n;'5.66;0
37.26988;39.32131;331.15;2023-01-01;1023;n;'1.88;0
37.37392;39.61552;332.32;2023-01-01;1023;n;'2.05;0
37.54247;40.4603;329.35;2023-01-01;1023;n;'3.10;0
37.37981;38.69093;340.29;2023-01-01;1023;n;'4.46;0
37.70432;40.75655;328.68;2023-01-01;1023;n;'2.81;0
37.68287;40.59579;329.28;2023-01-01;1023;n;'2.98;0
37.51942;39.26109;329.25;2023-01-01;1023;n;'16.02;0
37.50807;39.16084;331.12;2023-01-01;1023;n;'4.02;0
37.42933;38.61332;327.92;2023-01-01;1023;n;'3.88;0
37.71292;40.56132;325.54;2023-01-01;1023;n;'7.06;0
37.7163;40.56061;351.12;2023-01-01;1023;n;'7.06;0
37.56464;39.4076;332.38;2023-01-01;1023;n;'8.85;0
37.5507;39.1733;332.36;2023-01-01;1023;n;'2.32;0
37.71536;39.15998;345.74;2023-01-01;1023;n;'6.61;0
37.77768;39.09757;329.03;2023-01-01;1023;n;'2.69;0
38.1544;39.8029;327.87;2023-01-01;1023;n;'2.17;0
38.00507;37.95117;328.11;2023-01-01;1023;n;'1.78;0
37.31676;33.35444;335.51;2023-01-01;1023;n;'6.63;0
37.31683;33.35875;328.36;2023-01-01;1023;n;'3.39;0
37.31392;33.04854;329.23;2023-01-01;1023;n;'3.58;0
36.67052;29.6305;326.79;2023-01-01;1023;n;'3.74;0
38.84754;41.49368;341.02;2023-01-01;1023;n;'17.70;0
37.40208;32.617;327.28;2023-01-01;1023;n;'6.11;0
37.40129;32.61592;332.69;2023-01-01;1023;n;'3.76;0
37.13729;40.85692;329.54;2023-01-01;1023;n;'3.57;0
37.16581;42.3655;336.21;2023-01-01;1023;n;'4.57;0
36.78391;39.69408;349.86;2023-01-01;1023;n;'3.47;0
36.78454;39.69839;326.85;2023-01-01;1023;n;'3.47;0
36.78061;39.69482;340.83;2023-01-01;1023;n;'6.25;0
37.16938;42.36483;337.54;2023-01-01;1023;n;'4.57;0
36.76136;39.03499;340.3;2023-01-01;1023;n;'2.91;0
36.76464;39.03423;337.77;2023-01-01;1023;n;'2.91;0
36.98469;40.24825;337.26;2023-01-01;1023;n;'3.76;0
37.00978;40.37963;345.37;2023-01-01;1023;n;'4.13;0
37.97802;33.21202;328.75;2023-01-01;1024;n;'7.34;0
37.98173;33.21084;330.3;2023-01-01;1024;n;'9.70;0
37.54586;28.92807;333.9;2023-01-01;1024;n;'6.08;0
37.82424;29.61664;335.19;2023-01-01;1024;n;'4.49;0
37.80944;29.55279;330.45;2023-01-01;1024;n;'2.47;0
38.13756;30.88954;325.32;2023-01-01;1024;n;'5.17;0
38.1368;30.8869;333.37;2023-01-01;1024;n;'4.94;0
38.54219;32.22535;329.41;2023-01-01;1024;n;'3.53;0
38.66099;31.18696;337.11;2023-01-01;1024;n;'6.34;0
38.65998;31.18234;338.83;2023-01-01;1024;n;'6.34;0
38.53614;26.95835;325.52;2023-01-01;1024;n;'1.15;0
38.60072;26.91113;332.05;2023-01-01;1024;n;'2.77;0
41.24144;36.46207;327.07;2023-01-01;1024;n;'2.97;2
41.24546;36.45874;305.62;2023-01-01;2242;n;'2.49;2
41.24522;36.46309;311.61;2023-01-01;2242;n;'2.27;2
41.24109;36.44072;299.02;2023-01-01;2242;n;'0.54;0
41.1081;37.32144;303.08;2023-01-01;2242;n;'0.56;2
41.10995;37.32118;305.48;2023-01-01;2242;n;'0.76;2
41.26551;31.42279;307.82;2023-01-01;2242;n;'2.82;2
41.25869;31.42262;295.02;2023-01-01;2242;n;'0.87;0
39.94883;33.18908;297.72;2023-01-01;2243;n;'0.79;2
39.94434;33.1877;299.84;2023-01-01;2243;n;'1.28;2
37.94233;42.41893;305.06;2023-01-01;2243;n;'1.31;0
37.27972;38.72813;300.65;2023-01-01;2243;n;'1.25;2
36.74162;36.20907;323.1;2023-01-01;2244;n;'1.21;2
36.73669;36.20455;295.94;2023-01-01;2244;n;'1.21;2
36.74017;36.2105;323.35;2023-01-01;2244;n;'1.50;2
36.73528;36.20599;300.66;2023-01-01;2244;n;'1.50;2
36.72983;36.20929;307.88;2023-01-01;2244;n;'0.91;2
36.72029;36.19645;297.8;2023-01-01;2244;n;'0.77;2
36.72002;36.20037;311.69;2023-01-01;2244;n;'0.77;2
36.26758;33.72654;302.63;2023-01-01;2244;n;'0.76;2
36.26376;33.72542;298.84;2023-01-01;2244;n;'0.52;2
41.24283;36.45942;324.32;2023-01-02;0023;n;'2.30;2
41.24149;36.46412;311.22;2023-01-02;0023;n;'2.30;2
41.26952;31.42433;295.23;2023-01-02;0023;n;'0.66;2
41.26529;31.42263;304.79;2023-01-02;0023;n;'1.96;2
41.25391;31.41196;328.88;2023-01-02;0023;n;'3.75;2
41.63224;27.68585;296.34;2023-01-02;0023;n;'1.16;2
41.79617;26.70323;299.62;2023-01-02;0023;n;'0.67;2
38.73814;26.94261;301.06;2023-01-02;0024;n;'0.96;2
38.73309;26.9291;295.04;2023-01-02;0024;n;'0.41;2
38.60062;26.90205;317.48;2023-01-02;0024;n;'1.70;0
37.25367;30.44057;300.62;2023-01-02;0024;n;'1.30;2
37.25198;30.44406;296.38;2023-01-02;0024;n;'0.86;2
36.50738;29.30616;319.04;2023-01-02;0024;n;'2.21;0
37.35147;37.15968;295.62;2023-01-02;0024;n;'1.03;2
37.35346;37.16102;296.49;2023-01-02;0024;n;'1.17;2
39.86623;26.24323;318.69;2023-01-02;0024;n;'2.48;2
36.73566;36.20667;297.47;2023-01-02;0024;n;'1.72;2
36.73397;36.21233;312.73;2023-01-02;0024;n;'2.60;2
36.736;36.20908;295.99;2023-01-02;0024;n;'0.78;2
36.73443;36.2145;295.81;2023-01-02;0024;n;'0.78;2
36.72846;36.21203;309.97;2023-01-02;0024;n;'1.55;2
38.75632;26.94866;304.73;2023-01-02;0024;n;'0.91;2
38.75521;26.95424;300.84;2023-01-02;0024;n;'1.07;2
38.7443;26.95059;295.09;2023-01-02;0024;n;'0.63;2
36.87158;34.76115;296.81;2023-01-02;0024;n;'0.87;2
37.06658;40.3305;332.15;2023-01-02;1004;n;'5.99;0
37.05355;40.25853;341.81;2023-01-02;1004;n;'9.82;0
37.09574;40.47243;325.88;2023-01-02;1004;n;'2.43;0
37.09489;40.46769;330.9;2023-01-02;1004;n;'3.13;0
37.08038;40.36686;334.98;2023-01-02;1004;n;'3.10;0
37.32747;41.77098;335.35;2023-01-02;1004;n;'2.19;0
37.10009;40.41634;333.5;2023-01-02;1004;n;'2.59;0
37.08812;40.32959;367.0;2023-01-02;1004;h;'12.17;0
37.09156;40.32862;325.03;2023-01-02;1004;n;'2.62;0
37.08809;40.26906;333.41;2023-01-02;1004;n;'2.45;0
37.10362;40.3152;345.55;2023-01-02;1004;n;'7.91;0
37.14864;40.52727;335.07;2023-01-02;1004;n;'5.52;0
37.1478;40.52254;349.16;2023-01-02;1004;n;'7.69;0
37.15206;40.52632;354.32;2023-01-02;1004;n;'5.52;0
37.15317;40.45148;332.74;2023-01-02;1004;n;'3.51;0
37.1959;40.63953;338.33;2023-01-02;1004;n;'4.71;0
37.17823;40.521;330.32;2023-01-02;1004;n;'4.73;0
37.17738;40.51628;329.84;2023-01-02;1004;n;'4.15;0
37.17228;40.48795;339.28;2023-01-02;1004;n;'4.60;0
37.17572;40.46713;329.14;2023-01-02;1004;n;'2.16;0
37.22965;40.70875;331.03;2023-01-02;1004;n;'3.02;0
37.20208;40.55399;333.24;2023-01-02;1004;n;'2.68;0
37.16109;40.32625;343.23;2023-01-02;1004;n;'6.83;0
37.24388;40.74888;334.71;2023-01-02;1004;n;'3.20;0
37.18004;40.39116;331.36;2023-01-02;1004;n;'13.85;0
37.17918;40.38639;325.07;2023-01-02;1004;n;'7.45;0
37.14969;40.22347;330.07;2023-01-02;1004;n;'2.87;0
37.11692;40.04411;336.05;2023-01-02;1004;n;'3.71;0
37.15489;40.23214;338.41;2023-01-02;1004;n;'5.47;0
37.14172;40.15977;327.78;2023-01-02;1004;n;'5.47;0
37.14077;40.13461;343.59;2023-01-02;1004;n;'5.52;0
37.19118;40.29266;328.04;2023-01-02;1004;n;'2.69;0
37.23631;40.52478;344.24;2023-01-02;1004;n;'4.80;0
37.081;39.61014;326.29;2023-01-02;1004;n;'1.54;0
37.19196;40.19643;325.23;2023-01-02;1004;n;'3.36;0
37.19455;40.19062;348.01;2023-01-02;1004;n;'6.43;0
37.19277;40.16061;337.94;2023-01-02;1004;n;'3.15;0
37.17592;39.90644;337.57;2023-01-02;1004;n;'5.59;0
37.21815;40.11546;347.26;2023-01-02;1004;n;'6.23;0
37.23753;40.20152;332.75;2023-01-02;1004;n;'2.41;0
37.16543;39.81046;338.67;2023-01-02;1004;n;'3.62;0
37.25925;40.26116;334.78;2023-01-02;1004;n;'10.46;0
37.18195;39.70075;330.88;2023-01-02;1004;n;'2.77;0
37.18546;39.69974;330.79;2023-01-02;1004;n;'2.77;0
37.21501;39.7596;329.91;2023-01-02;1004;n;'3.22;0
37.27947;40.05223;345.41;2023-01-02;1004;n;'6.28;0
37.27758;39.72334;334.58;2023-01-02;1004;n;'4.02;0
37.298;39.65419;331.82;2023-01-02;1004;n;'2.74;0
37.25856;39.32262;330.5;2023-01-02;1004;n;'4.15;0
37.33482;39.53972;328.62;2023-01-02;1004;n;'2.65;0
37.33453;39.51843;326.11;2023-01-02;1004;n;'3.04;0
37.25076;39.03967;325.67;2023-01-02;1004;n;'2.49;0
37.41814;39.37879;347.07;2023-01-02;1004;n;'7.62;0
37.55783;39.41638;325.5;2023-01-02;1004;n;'1.33;0
37.5806;39.39884;335.54;2023-01-02;1004;n;'3.46;0
37.56895;39.09345;328.47;2023-01-02;1004;n;'3.39;0
37.68243;39.23564;333.16;2023-01-02;1004;n;'3.26;0
37.71291;39.31898;330.91;2023-01-02;1004;n;'6.31;0
37.70329;39.26722;329.6;2023-01-02;1004;n;'2.72;0
37.70601;39.05577;325.11;2023-01-02;1004;n;'5.10;0
37.70858;39.04945;327.37;2023-01-02;1004;n;'5.10;0
37.33654;35.71422;335.33;2023-01-02;1004;n;'4.13;0
37.56328;40.43057;329.48;2023-01-02;1004;n;'3.93;0
37.1779;42.3583;340.21;2023-01-02;1004;n;'3.92;0
37.1812;42.35747;326.36;2023-01-02;1004;n;'3.92;0
36.7006;39.36077;325.45;2023-01-02;1004;n;'2.46;0
36.75456;39.42715;344.58;2023-01-02;1004;n;'7.24;0
36.75559;39.4289;330.39;2023-01-02;1004;n;'6.32;0
36.9856;40.33041;327.73;2023-01-02;1004;n;'3.73;0
37.03259;40.51246;328.95;2023-01-02;1004;n;'2.25;0
37.11366;40.75337;325.93;2023-01-02;1004;n;'0.97;0
37.05374;40.41929;350.92;2023-01-02;1004;n;'6.61;0
37.05717;40.41832;334.27;2023-01-02;1004;n;'2.75;0
37.09978;40.5953;330.26;2023-01-02;1004;n;'13.67;0
37.09894;40.59058;343.64;2023-01-02;1004;n;'13.67;0
37.10236;40.58963;339.81;2023-01-02;1004;n;'8.91;0
37.0752;40.41827;329.74;2023-01-02;1004;n;'4.21;0
37.07177;40.37926;343.32;2023-01-02;1004;n;'4.55;0
37.05009;40.25951;341.96;2023-01-02;1004;n;'9.82;0
37.13509;40.71331;328.75;2023-01-02;1004;n;'2.94;0
38.34701;39.23907;329.64;2023-01-02;1005;n;'3.71;0
39.0589;41.80273;325.45;2023-01-02;1005;n;'1.39;0
37.6071;33.24514;341.5;2023-01-02;1005;n;'9.68;0
37.60492;32.65189;331.73;2023-01-02;1005;n;'1.87;0
39.96203;43.99614;329.03;2023-01-02;1005;n;'2.30;0
40.0114;43.48238;332.03;2023-01-02;1005;n;'3.19;0
40.03026;41.03233;329.1;2023-01-02;1005;n;'9.45;0
38.45034;32.22079;349.2;2023-01-02;1005;n;'4.21;0
38.44943;32.21718;346.37;2023-01-02;1005;n;'4.21;0
38.65514;31.16409;352.37;2023-01-02;1005;n;'12.97;0
38.66107;31.16662;345.34;2023-01-02;1005;n;'14.47;0
38.66214;31.17062;356.0;2023-01-02;1005;l;'14.47;3
39.5941;30.67425;347.76;2023-01-02;1005;n;'5.31;0
37.51715;32.73038;337.04;2023-01-02;1145;n;'4.59;0
36.14556;33.13773;333.16;2023-01-02;1145;n;'4.18;0
36.14527;33.13605;334.23;2023-01-02;1145;n;'4.26;0
36.75179;34.98668;356.74;2023-01-02;1145;n;'25.90;0
36.7481;34.98922;367.0;2023-01-02;1145;h;'12.26;0
36.75523;34.98917;367.0;2023-01-02;1145;h;'12.20;0
37.34035;33.38414;334.38;2023-01-02;1145;n;'3.90;0
37.30391;30.44762;340.82;2023-01-02;1145;n;'4.60;0
37.30589;30.44633;336.55;2023-01-02;1145;n;'5.34;0
37.43047;32.62234;347.86;2023-01-02;1145;n;'9.48;0
37.51208;32.7306;328.18;2023-01-02;1145;n;'4.55;0
38.64669;31.20292;342.24;2023-01-02;1146;n;'9.53;0
40.20137;28.23177;327.86;2023-01-02;1146;n;'2.45;0
39.44348;30.77888;335.98;2023-01-02;1146;n;'2.96;0
38.65716;31.16329;355.61;2023-01-02;1146;n;'12.12;0
38.35385;32.37513;336.68;2023-01-02;1146;n;'23.06;0
38.35403;32.38158;356.05;2023-01-02;1146;l;'32.33;0
38.36037;32.38138;329.4;2023-01-02;1146;n;'5.75;0
38.26015;28.39738;342.16;2023-01-02;1146;n;'2.98;0
38.6514;31.16918;340.31;2023-01-02;1146;n;'12.22;0
38.64521;31.16395;356.35;2023-01-02;1146;l;'15.21;0
41.24528;36.46039;301.94;2023-01-02;2223;n;'1.67;2
41.24091;36.45772;301.17;2023-01-02;2223;n;'0.86;0
37.27594;38.72903;299.27;2023-01-02;2224;n;'1.23;2
37.26878;40.06174;297.02;2023-01-02;2224;n;'0.45;0
36.73292;36.20152;296.77;2023-01-02;2225;n;'2.52;2
36.73273;36.20887;299.07;2023-01-02;2225;n;'1.39;2
36.87126;34.75628;300.45;2023-01-02;2225;n;'1.94;2
36.73939;36.2093;304.15;2023-01-02;2225;n;'1.39;2
41.01964;28.55551;309.98;2023-01-03;0004;n;'0.99;2
41.79813;35.12391;325.1;2023-01-03;0004;n;'1.76;0
41.79924;35.12253;325.43;2023-01-03;0004;n;'1.21;0
41.24184;36.46293;310.23;2023-01-03;0004;n;'2.17;2
41.26692;31.42075;313.95;2023-01-03;0004;n;'1.67;3
41.26592;31.42593;296.66;2023-01-03;0004;n;'2.11;2
41.25799;31.42879;300.25;2023-01-03;0004;n;'0.81;2
41.25405;31.41093;313.03;2023-01-03;0004;n;'1.89;2
41.6317;27.68546;300.85;2023-01-03;0004;n;'1.12;2
41.63572;27.50606;310.62;2023-01-03;0004;n;'1.30;2
40.75766;31.784;295.9;2023-01-03;0004;n;'0.86;2
41.02292;28.55646;305.59;2023-01-03;0004;n;'0.99;2
36.73395;36.2094;304.88;2023-01-03;0005;n;'2.78;2
38.45692;27.26413;295.43;2023-01-03;0005;n;'0.47;2
36.87064;34.76156;300.93;2023-01-03;0005;n;'1.37;2
37.25286;30.44015;302.64;2023-01-03;0005;n;'1.70;2
36.26478;33.7286;299.74;2023-01-03;0005;n;'0.50;2
40.44344;27.13898;324.48;2023-01-03;0005;n;'1.31;2
40.44413;27.13449;295.23;2023-01-03;0005;n;'1.31;2
39.83706;30.30224;296.14;2023-01-03;0005;n;'1.11;2
39.86726;26.2423;321.67;2023-01-03;0005;n;'1.59;2
37.35403;37.16212;307.49;2023-01-03;0005;n;'1.05;2
37.29596;37.15814;296.75;2023-01-03;0005;n;'1.31;2
38.75609;26.9522;295.53;2023-01-03;0005;n;'0.33;2
38.74628;26.94967;303.18;2023-01-03;0005;n;'0.87;2
38.73973;26.94798;304.52;2023-01-03;0005;n;'1.13;2
38.73716;26.94277;299.93;2023-01-03;0005;n;'1.13;2
38.7337;26.96459;297.86;2023-01-03;0005;n;'0.45;2
36.74945;36.20211;323.79;2023-01-03;0005;n;'3.56;2
36.74151;36.2132;303.77;2023-01-03;0005;n;'1.79;2
36.73204;36.20975;307.58;2023-01-03;0005;n;'1.80;2
36.75129;36.20174;330.47;2023-01-03;0005;n;'4.05;2
36.73867;36.21122;301.75;2023-01-03;0005;n;'1.08;2
37.09838;40.31676;326.2;2023-01-03;0945;n;'4.19;0
36.99483;39.67909;325.99;2023-01-03;0945;n;'2.35;0
37.17213;40.43614;326.16;2023-01-03;0945;n;'3.36;0
37.1471;40.32474;345.28;2023-01-03;0945;n;'9.29;0
37.24567;40.74654;353.67;2023-01-03;0945;n;'6.83;0
37.17265;40.39791;325.5;2023-01-03;0945;n;'5.70;0
37.16094;40.32534;337.98;2023-01-03;0945;n;'3.70;0
37.15176;40.28449;339.13;2023-01-03;0945;n;'5.82;0
37.17088;40.34935;325.29;2023-01-03;0945;n;'1.46;0
37.16517;40.32387;346.46;2023-01-03;0945;n;'8.20;0
37.18194;40.37843;338.62;2023-01-03;0945;n;'5.58;0
37.13895;40.16631;340.19;2023-01-03;0945;n;'7.94;0
37.13779;40.16117;336.39;2023-01-03;0945;n;'7.37;0
37.17755;40.29754;348.72;2023-01-03;0945;n;'6.82;0
37.118;40.03238;342.63;2023-01-03;0945;n;'8.19;0
37.1223;40.03088;341.14;2023-01-03;0945;n;'8.19;0
37.18032;40.26896;337.32;2023-01-03;0945;n;'2.55;0
37.18913;40.28799;335.14;2023-01-03;0945;n;'3.51;0
37.17502;40.20412;340.04;2023-01-03;0945;n;'5.59;0
37.17197;40.1492;339.59;2023-01-03;0945;n;'5.13;0
37.20208;40.22265;328.26;2023-01-03;0945;n;'2.37;0
37.20634;40.22119;338.55;2023-01-03;0945;n;'4.83;0
37.20362;40.22443;335.02;2023-01-03;0945;n;'2.31;0
37.1652;39.99583;326.74;2023-01-03;0945;n;'3.23;0
37.23229;40.26997;340.48;2023-01-03;0945;n;'4.94;0
37.17675;40.02596;338.03;2023-01-03;0945;n;'11.97;0
37.17554;40.02069;337.91;2023-01-03;0945;n;'11.97;0
37.24309;40.27729;339.18;2023-01-03;0945;n;'4.93;0
37.21862;40.16914;333.75;2023-01-03;0945;n;'4.13;0
37.24734;40.27587;339.48;2023-01-03;0945;n;'7.86;0
37.24156;40.25026;335.62;2023-01-03;0945;n;'8.54;0
37.19682;40.05293;342.11;2023-01-03;0945;n;'8.44;0
37.24582;40.24881;337.77;2023-01-03;0945;n;'8.54;0
37.11961;39.57238;337.52;2023-01-03;0945;n;'6.59;0
37.20647;39.84931;327.71;2023-01-03;0945;n;'2.99;0
37.18625;39.6978;338.44;2023-01-03;0945;n;'3.82;0
37.28697;40.08393;329.07;2023-01-03;0945;n;'2.82;0
37.28672;40.08161;331.61;2023-01-03;0945;n;'3.30;0
37.24163;39.64048;335.83;2023-01-03;0945;n;'7.31;0
36.94759;38.39508;327.77;2023-01-03;0945;n;'5.10;0
37.23714;39.60035;331.89;2023-01-03;0945;n;'6.68;0
37.24602;39.63898;346.05;2023-01-03;0945;n;'7.31;0
37.29113;39.62933;334.79;2023-01-03;0945;n;'2.45;0
37.30482;39.6898;351.43;2023-01-03;0945;n;'21.77;0
37.24653;39.57922;348.79;2023-01-03;0945;n;'9.65;0
37.16945;42.35167;334.74;2023-01-03;0945;n;'4.31;0
36.67734;39.21193;325.49;2023-01-03;0945;n;'2.12;0
36.98278;40.35813;338.9;2023-01-03;0945;n;'9.97;0
36.98125;40.18574;338.13;2023-01-03;0945;n;'7.81;0
37.04441;40.48279;335.4;2023-01-03;0945;n;'2.77;0
36.98119;40.18402;339.89;2023-01-03;0945;n;'5.83;0
37.09629;40.67379;337.63;2023-01-03;0945;n;'4.35;0
37.09519;40.66886;338.15;2023-01-03;0945;n;'4.35;0
36.98549;40.18259;333.53;2023-01-03;0945;n;'2.88;0
36.9843;40.17739;325.57;2023-01-03;0945;n;'3.48;0
37.11477;40.63583;340.99;2023-01-03;0945;n;'6.07;0
37.13831;40.70171;326.93;2023-01-03;0945;n;'2.09;0
37.0347;40.21652;333.92;2023-01-03;0945;n;'4.48;0
37.12358;40.57405;337.13;2023-01-03;0945;n;'23.37;0
37.05723;40.21434;352.71;2023-01-03;0945;n;'9.87;0
37.0845;40.31599;344.65;2023-01-03;0945;n;'8.50;0
37.08875;40.31454;333.79;2023-01-03;0945;n;'3.41;0
37.30407;39.5518;326.43;2023-01-03;0946;n;'2.15;0
37.30287;39.68915;349.27;2023-01-03;0946;n;'12.40;0
37.30724;39.68764;339.71;2023-01-03;0946;n;'8.52;0
37.29318;39.62732;337.95;2023-01-03;0946;n;'4.38;0
37.2779;39.5008;325.4;2023-01-03;0946;n;'1.65;0
37.03284;38.39155;331.02;2023-01-03;0946;n;'5.52;0
37.33544;39.52296;328.67;2023-01-03;0946;n;'3.15;0
37.25203;38.98252;335.2;2023-01-03;0946;n;'3.47;0
37.34984;39.27157;336.12;2023-01-03;0946;n;'4.43;0
37.52207;39.42929;325.47;2023-01-03;0946;n;'2.76;0
37.52632;39.26147;337.24;2023-01-03;0946;n;'3.99;0
37.525;39.25573;350.3;2023-01-03;0946;n;'11.59;0
37.79966;39.02161;331.03;2023-01-03;0946;n;'3.98;0
37.79827;39.01566;328.92;2023-01-03;0946;n;'6.21;0
37.39911;36.26318;333.11;2023-01-03;0946;n;'2.34;0
38.56542;37.61942;327.12;2023-01-03;0946;n;'4.41;0
41.23992;36.46378;325.04;2023-01-03;0947;n;'3.76;2
41.62982;35.86769;340.37;2023-01-03;0947;n;'7.47;0
41.62757;35.86913;339.8;2023-01-03;0947;n;'7.01;0
38.0098;35.17754;326.24;2023-01-03;1126;n;'5.14;0
37.49429;39.15989;325.83;2023-01-03;1126;n;'11.22;0
37.61638;39.36341;329.62;2023-01-03;1126;n;'3.48;0
37.66977;39.31078;335.17;2023-01-03;1126;n;'4.71;0
37.68587;39.45056;335.07;2023-01-03;1126;n;'4.81;0
37.68297;39.45048;337.25;2023-01-03;1126;n;'6.53;0
37.74646;39.43935;333.91;2023-01-03;1126;n;'6.37;0
37.79721;39.08042;345.7;2023-01-03;1126;n;'11.08;0
37.79648;39.08213;327.19;2023-01-03;1126;n;'7.50;0
37.79639;39.07455;334.96;2023-01-03;1126;n;'8.37;0
37.54536;30.29587;326.2;2023-01-03;1126;n;'2.59;0
37.56752;28.98789;325.05;2023-01-03;1126;n;'4.35;0
36.73771;39.61441;351.2;2023-01-03;1126;n;'12.34;0
36.76091;38.99731;338.91;2023-01-03;1126;n;'5.26;0
