date;year;month;day;day_of_week;day_of_year;week_of_year;is_weekend;is_summer;is_public_holiday
2022-06-04;2022;6;4;5;155;22;True;True;False
2022-06-05;2022;6;5;6;156;22;True;True;False
2022-06-06;2022;6;6;0;157;23;False;True;False
2022-06-07;2022;6;7;1;158;23;False;True;False
2022-06-08;2022;6;8;2;159;23;False;True;False
2022-06-09;2022;6;9;3;160;23;False;True;False
2022-06-10;2022;6;10;4;161;23;False;True;False
2022-06-11;2022;6;11;5;162;23;True;True;False
2022-06-12;2022;6;12;6;163;23;True;True;False
2022-06-13;2022;6;13;0;164;24;False;True;False
2022-06-14;2022;6;14;1;165;24;False;True;False
2022-06-15;2022;6;15;2;166;24;False;True;False
2022-06-16;2022;6;16;3;167;24;False;True;False
2022-06-17;2022;6;17;4;168;24;False;True;False
2022-06-18;2022;6;18;5;169;24;True;True;False
2022-06-19;2022;6;19;6;170;24;True;True;False
2022-06-20;2022;6;20;0;171;25;False;True;False
2022-06-21;2022;6;21;1;172;25;False;True;False
2022-06-22;2022;6;22;2;173;25;False;True;False
2022-06-23;2022;6;23;3;174;25;False;True;False
2022-06-24;2022;6;24;4;175;25;False;True;False
2022-06-25;2022;6;25;5;176;25;True;True;False
2022-06-26;2022;6;26;6;177;25;True;True;False
2022-06-27;2022;6;27;0;178;26;False;True;False
2022-06-28;2022;6;28;1;179;26;False;True;False
2022-06-29;2022;6;29;2;180;26;False;True;False
2022-06-30;2022;6;30;3;181;26;False;True;False
2022-07-01;2022;7;1;4;182;26;False;True;False
2022-07-02;2022;7;2;5;183;26;True;True;False
2022-07-03;2022;7;3;6;184;26;True;True;False
2022-07-04;2022;7;4;0;185;27;False;True;False
2022-07-05;2022;7;5;1;186;27;False;True;False
2022-07-06;2022;7;6;2;187;27;False;True;False
2022-07-07;2022;7;7;3;188;27;False;True;False
2022-07-08;2022;7;8;4;189;27;False;True;False
2022-07-09;2022;7;9;5;190;27;True;True;False
2022-07-10;2022;7;10;6;191;27;True;True;False
2022-07-11;2022;7;11;0;192;28;False;True;False
2022-07-12;2022;7;12;1;193;28;False;True;False
2022-07-13;2022;7;13;2;194;28;False;True;False
2022-07-14;2022;7;14;3;195;28;False;True;False
2022-07-15;2022;7;15;4;196;28;False;True;False
2022-07-16;2022;7;16;5;197;28;True;True;False
2022-07-17;2022;7;17;6;198;28;True;True;False
2022-07-18;2022;7;18;0;199;29;False;True;False
2022-07-19;2022;7;19;1;200;29;False;True;False
2022-07-20;2022;7;20;2;201;29;False;True;False
2022-07-21;2022;7;21;3;202;29;False;True;False
2022-07-22;2022;7;22;4;203;29;False;True;False
2022-07-23;2022;7;23;5;204;29;True;True;False
2022-07-24;2022;7;24;6;205;29;True;True;False
2022-07-25;2022;7;25;0;206;30;False;True;False
2022-07-26;2022;7;26;1;207;30;False;True;False
2022-07-27;2022;7;27;2;208;30;False;True;False
2022-07-28;2022;7;28;3;209;30;False;True;False
2022-07-29;2022;7;29;4;210;30;False;True;False
2022-07-30;2022;7;30;5;211;30;True;True;False
2022-07-31;2022;7;31;6;212;30;True;True;False
2022-08-01;2022;8;1;0;213;31;False;True;False
2022-08-02;2022;8;2;1;214;31;False;True;False
2022-08-03;2022;8;3;2;215;31;False;True;False
2022-08-04;2022;8;4;3;216;31;False;True;False
2022-08-05;2022;8;5;4;217;31;False;True;False
2022-08-06;2022;8;6;5;218;31;True;True;False
2022-08-07;2022;8;7;6;219;31;True;True;False
2022-08-08;2022;8;8;0;220;32;False;True;False
2022-08-09;2022;8;9;1;221;32;False;True;False
2022-08-10;2022;8;10;2;222;32;False;True;False
2022-08-11;2022;8;11;3;223;32;False;True;False
2022-08-12;2022;8;12;4;224;32;False;True;False
2022-08-13;2022;8;13;5;225;32;True;True;False
2022-08-14;2022;8;14;6;226;32;True;True;False
2022-08-15;2022;8;15;0;227;33;False;True;False
2022-08-16;2022;8;16;1;228;33;False;True;False
2022-08-17;2022;8;17;2;229;33;False;True;False
2022-08-18;2022;8;18;3;230;33;False;True;False
2022-08-19;2022;8;19;4;231;33;False;True;False
2022-08-20;2022;8;20;5;232;33;True;True;False
2022-08-21;2022;8;21;6;233;33;True;True;False
2022-08-22;2022;8;22;0;234;34;False;True;False
2022-08-23;2022;8;23;1;235;34;False;True;False
2022-08-24;2022;8;24;2;236;34;False;True;False
2022-08-25;2022;8;25;3;237;34;False;True;False
2022-08-26;2022;8;26;4;238;34;False;True;False
2022-08-27;2022;8;27;5;239;34;True;True;False
2022-08-28;2022;8;28;6;240;34;True;True;False
2022-08-29;2022;8;29;0;241;35;False;True;False
2022-08-30;2022;8;30;1;242;35;False;True;False
2022-08-31;2022;8;31;2;243;35;False;True;False
2022-09-01;2022;9;1;3;244;35;False;False;False
2022-09-02;2022;9;2;4;245;35;False;False;False
2022-09-03;2022;9;3;5;246;35;True;False;False
2022-09-04;2022;9;4;6;247;35;True;False;False
2022-09-05;2022;9;5;0;248;36;False;False;False
2022-09-06;2022;9;6;1;249;36;False;False;False
2022-09-07;2022;9;7;2;250;36;False;False;False
2022-09-08;2022;9;8;3;251;36;False;False;False
2022-09-09;2022;9;9;4;252;36;False;False;False
2022-09-10;2022;9;10;5;253;36;True;False;False
2022-09-11;2022;9;11;6;254;36;True;False;False
2022-09-12;2022;9;12;0;255;37;False;False;False
2022-09-13;2022;9;13;1;256;37;False;False;False
2022-09-14;2022;9;14;2;257;37;False;False;False
2022-09-15;2022;9;15;3;258;37;False;False;False
2022-09-16;2022;9;16;4;259;37;False;False;False
2022-09-17;2022;9;17;5;260;37;True;False;False
2022-09-18;2022;9;18;6;261;37;True;False;False
2022-09-19;2022;9;19;0;262;38;False;False;False
2022-09-20;2022;9;20;1;263;38;False;False;False
2022-09-21;2022;9;21;2;264;38;False;False;False
2022-09-22;2022;9;22;3;265;38;False;False;False
2022-09-23;2022;9;23;4;266;38;False;False;False
2022-09-24;2022;9;24;5;267;38;True;False;False
2022-09-25;2022;9;25;6;268;38;True;False;False
2022-09-26;2022;9;26;0;269;39;False;False;False
2022-09-27;2022;9;27;1;270;39;False;False;False
2022-09-28;2022;9;28;2;271;39;False;False;False
2022-09-29;2022;9;29;3;272;39;False;False;False
2022-09-30;2022;9;30;4;273;39;False;False;False
2022-10-01;2022;10;1;5;274;39;True;False;False
2022-10-02;2022;10;2;6;275;39;True;False;False
2022-10-03;2022;10;3;0;276;40;False;False;False
2022-10-04;2022;10;4;1;277;40;False;False;False
2022-10-05;2022;10;5;2;278;40;False;False;False
2022-10-06;2022;10;6;3;279;40;False;False;False
2022-10-07;2022;10;7;4;280;40;False;False;False
2022-10-08;2022;10;8;5;281;40;True;False;False
2022-10-09;2022;10;9;6;282;40;True;False;False
2022-10-10;2022;10;10;0;283;41;False;False;False
2022-10-11;2022;10;11;1;284;41;False;False;False
2022-10-12;2022;10;12;2;285;41;False;False;False
2022-10-13;2022;10;13;3;286;41;False;False;False
2022-10-14;2022;10;14;4;287;41;False;False;False
2022-10-15;2022;10;15;5;288;41;True;False;False
2022-10-16;2022;10;16;6;289;41;True;False;False
2022-10-17;2022;10;17;0;290;42;False;False;False
2022-10-18;2022;10;18;1;291;42;False;False;False
2022-10-19;2022;10;19;2;292;42;False;False;False
2022-10-20;2022;10;20;3;293;42;False;False;False
2022-10-21;2022;10;21;4;294;42;False;False;False
2022-10-22;2022;10;22;5;295;42;True;False;False
2022-10-23;2022;10;23;6;296;42;True;False;False
2022-10-24;2022;10;24;0;297;43;False;False;False
2022-10-25;2022;10;25;1;298;43;False;False;False
2022-10-26;2022;10;26;2;299;43;False;False;False
2022-10-27;2022;10;27;3;300;43;False;False;False
2022-10-28;2022;10;28;4;301;43;False;False;False
2022-10-29;2022;10;29;5;302;43;True;False;False
2022-10-30;2022;10;30;6;303;43;True;False;False
2022-10-31;2022;10;31;0;304;44;False;False;False
2022-11-01;2022;11;1;1;305;44;False;False;False
2022-11-02;2022;11;2;2;306;44;False;False;False
2022-11-03;2022;11;3;3;307;44;False;False;False
2022-11-04;2022;11;4;4;308;44;False;False;False
2022-11-05;2022;11;5;5;309;44;True;False;False
2022-11-06;2022;11;6;6;310;44;True;False;False
2022-11-07;2022;11;7;0;311;45;False;False;False
2022-11-08;2022;11;8;1;312;45;False;False;False
2022-11-09;2022;11;9;2;313;45;False;False;False
2022-11-10;2022;11;10;3;314;45;False;False;False
2022-11-11;2022;11;11;4;315;45;False;False;False
2022-11-12;2022;11;12;5;316;45;True;False;False
2022-11-13;2022;11;13;6;317;45;True;False;False
2022-11-14;2022;11;14;0;318;46;False;False;False
2022-11-15;2022;11;15;1;319;46;False;False;False
2022-11-16;2022;11;16;2;320;46;False;False;False
2022-11-17;2022;11;17;3;321;46;False;False;False
2022-11-18;2022;11;18;4;322;46;False;False;False
2022-11-19;2022;11;19;5;323;46;True;False;False
2022-11-20;2022;11;20;6;324;46;True;False;False
2022-11-21;2022;11;21;0;325;47;False;False;False
2022-11-22;2022;11;22;1;326;47;False;False;False
2022-11-23;2022;11;23;2;327;47;False;False;False
2022-11-24;2022;11;24;3;328;47;False;False;False
2022-11-25;2022;11;25;4;329;47;False;False;False
2022-11-26;2022;11;26;5;330;47;True;False;False
2022-11-27;2022;11;27;6;331;47;True;False;False
2022-11-28;2022;11;28;0;332;48;False;False;False
2022-11-29;2022;11;29;1;333;48;False;False;False
2022-11-30;2022;11;30;2;334;48;False;False;False
2022-12-01;2022;12;1;3;335;48;False;False;False
2022-12-02;2022;12;2;4;336;48;False;False;False
2022-12-03;2022;12;3;5;337;48;True;False;False
2022-12-04;2022;12;4;6;338;48;True;False;False
2022-12-05;2022;12;5;0;339;49;False;False;False
2022-12-06;2022;12;6;1;340;49;False;False;False
2022-12-07;2022;12;7;2;341;49;False;False;False
2022-12-08;2022;12;8;3;342;49;False;False;False
2022-12-09;2022;12;9;4;343;49;False;False;False
2022-12-10;2022;12;10;5;344;49;True;False;False
2022-12-11;2022;12;11;6;345;49;True;False;False
2022-12-12;2022;12;12;0;346;50;False;False;False
2022-12-13;2022;12;13;1;347;50;False;False;False
2022-12-14;2022;12;14;2;348;50;False;False;False
2022-12-15;2022;12;15;3;349;50;False;False;False
2022-12-16;2022;12;16;4;350;50;False;False;False
2022-12-17;2022;12;17;5;351;50;True;False;False
2022-12-18;2022;12;18;6;352;50;True;False;False
2022-12-19;2022;12;19;0;353;51;False;False;False
2022-12-20;2022;12;20;1;354;51;False;False;False
2022-12-21;2022;12;21;2;355;51;False;False;False
2022-12-22;2022;12;22;3;356;51;False;False;False
2022-12-23;2022;12;23;4;357;51;False;False;False
2022-12-24;2022;12;24;5;358;51;True;False;False
2022-12-25;2022;12;25;6;359;51;True;False;False
2022-12-26;2022;12;26;0;360;52;False;False;False
2022-12-27;2022;12;27;1;361;52;False;False;False
2022-12-28;2022;12;28;2;362;52;False;False;False
2022-12-29;2022;12;29;3;363;52;False;False;False
2022-12-30;2022;12;30;4;364;52;False;False;False
2022-12-31;2022;12;31;5;365;52;True;False;False
2023-01-01;2023;1;1;6;1;52;True;False;False
