date;year;month;day;day_of_week;day_of_year;week_of_year;is_weekend;is_summer;is_public_holiday
2024-02-07;2024;2;7;2;38;6;False;False;False
2024-02-08;2024;2;8;3;39;6;False;False;False
2024-02-09;2024;2;9;4;40;6;False;False;False
2024-02-10;2024;2;10;5;41;6;True;False;False
2024-02-11;2024;2;11;6;42;6;True;False;False
2024-02-12;2024;2;12;0;43;7;False;False;False
2024-02-13;2024;2;13;1;44;7;False;False;False
2024-02-14;2024;2;14;2;45;7;False;False;False
2024-02-15;2024;2;15;3;46;7;False;False;False
2024-02-16;2024;2;16;4;47;7;False;False;False
2024-02-17;2024;2;17;5;48;7;True;False;False
2024-02-18;2024;2;18;6;49;7;True;False;False
2024-02-19;2024;2;19;0;50;8;False;False;False
2024-02-20;2024;2;20;1;51;8;False;False;False
2024-02-21;2024;2;21;2;52;8;False;False;False
2024-02-22;2024;2;22;3;53;8;False;False;False
2024-02-23;2024;2;23;4;54;8;False;False;False
2024-02-24;2024;2;24;5;55;8;True;False;False
2024-02-25;2024;2;25;6;56;8;True;False;False
2024-02-26;2024;2;26;0;57;9;False;False;False
2024-02-27;2024;2;27;1;58;9;False;False;False
2024-02-28;2024;2;28;2;59;9;False;False;False
2024-02-29;2024;2;29;3;60;9;False;False;False
2024-03-01;2024;3;1;4;61;9;False;False;False
2024-03-02;2024;3;2;5;62;9;True;False;False
2024-03-03;2024;3;3;6;63;9;True;False;False
2024-03-04;2024;3;4;0;64;10;False;False;False
2024-03-05;2024;3;5;1;65;10;False;False;False
2024-03-06;2024;3;6;2;66;10;False;False;False
2024-03-07;2024;3;7;3;67;10;False;False;False
2024-03-08;2024;3;8;4;68;10;False;False;False
2024-03-09;2024;3;9;5;69;10;True;False;False
2024-03-10;2024;3;10;6;70;10;True;False;False
2024-03-11;2024;3;11;0;71;11;False;False;False
2024-03-12;2024;3;12;1;72;11;False;False;False
2024-03-13;2024;3;13;2;73;11;False;False;False
2024-03-14;2024;3;14;3;74;11;False;False;False
2024-03-15;2024;3;15;4;75;11;False;False;False
2024-03-16;2024;3;16;5;76;11;True;False;False
2024-03-17;2024;3;17;6;77;11;True;False;False
2024-03-18;2024;3;18;0;78;12;False;False;False
2024-03-19;2024;3;19;1;79;12;False;False;False
2024-03-20;2024;3;20;2;80;12;False;False;False
2024-03-21;2024;3;21;3;81;12;False;False;False
2024-03-22;2024;3;22;4;82;12;False;False;False
2024-03-23;2024;3;23;5;83;12;True;False;False
2024-03-24;2024;3;24;6;84;12;True;False;False
2024-03-25;2024;3;25;0;85;13;False;False;False
2024-03-26;2024;3;26;1;86;13;False;False;False
2024-03-27;2024;3;27;2;87;13;False;False;False
2024-03-28;2024;3;28;3;88;13;False;False;False
2024-03-29;2024;3;29;4;89;13;False;False;False
2024-03-30;2024;3;30;5;90;13;True;False;False
2024-03-31;2024;3;31;6;91;13;True;False;False
2024-04-01;2024;4;1;0;92;14;False;False;False
2024-04-02;2024;4;2;1;93;14;False;False;False
2024-04-03;2024;4;3;2;94;14;False;False;False
2024-04-04;2024;4;4;3;95;14;False;False;False
2024-04-05;2024;4;5;4;96;14;False;False;False
2024-04-06;2024;4;6;5;97;14;True;False;False
2024-04-07;2024;4;7;6;98;14;True;False;False
2024-04-08;2024;4;8;0;99;15;False;False;False
2024-04-09;2024;4;9;1;100;15;False;False;False
2024-04-10;2024;4;10;2;101;15;False;False;True
2024-04-11;2024;4;11;3;102;15;False;False;True
2024-04-12;2024;4;12;4;103;15;False;False;True
2024-04-13;2024;4;13;5;104;15;True;False;False
2024-04-14;2024;4;14;6;105;15;True;False;False
2024-04-15;2024;4;15;0;106;16;False;False;False
2024-04-16;2024;4;16;1;107;16;False;False;False
2024-04-17;2024;4;17;2;108;16;False;False;False
2024-04-18;2024;4;18;3;109;16;False;False;False
2024-04-19;2024;4;19;4;110;16;False;False;False
2024-04-20;2024;4;20;5;111;16;True;False;False
2024-04-21;2024;4;21;6;112;16;True;False;False
2024-04-22;2024;4;22;0;113;17;False;False;False
2024-04-23;2024;4;23;1;114;17;False;False;False
2024-04-24;2024;4;24;2;115;17;False;False;False
2024-04-25;2024;4;25;3;116;17;False;False;False
2024-04-26;2024;4;26;4;117;17;False;False;False
2024-04-27;2024;4;27;5;118;17;True;False;False
2024-04-28;2024;4;28;6;119;17;True;False;False
2024-04-29;2024;4;29;0;120;18;False;False;False
2024-04-30;2024;4;30;1;121;18;False;False;False
2024-05-01;2024;5;1;2;122;18;False;False;False
2024-05-02;2024;5;2;3;123;18;False;False;False
2024-05-03;2024;5;3;4;124;18;False;False;False
2024-05-04;2024;5;4;5;125;18;True;False;False
2024-05-05;2024;5;5;6;126;18;True;False;False
2024-05-06;2024;5;6;0;127;19;False;False;False
2024-05-07;2024;5;7;1;128;19;False;False;False
2024-05-08;2024;5;8;2;129;19;False;False;False
2024-05-09;2024;5;9;3;130;19;False;False;False
2024-05-10;2024;5;10;4;131;19;False;False;False
2024-05-11;2024;5;11;5;132;19;True;False;False
2024-05-12;2024;5;12;6;133;19;True;False;False
2024-05-13;2024;5;13;0;134;20;False;False;False
2024-05-14;2024;5;14;1;135;20;False;False;False
2024-05-15;2024;5;15;2;136;20;False;False;False
2024-05-16;2024;5;16;3;137;20;False;False;False
2024-05-17;2024;5;17;4;138;20;False;False;False
2024-05-18;2024;5;18;5;139;20;True;False;False
2024-05-19;2024;5;19;6;140;20;True;False;False
2024-05-20;2024;5;20;0;141;21;False;False;False
2024-05-21;2024;5;21;1;142;21;False;False;False
2024-05-22;2024;5;22;2;143;21;False;False;False
2024-05-23;2024;5;23;3;144;21;False;False;False
2024-05-24;2024;5;24;4;145;21;False;False;False
2024-05-25;2024;5;25;5;146;21;True;False;False
2024-05-26;2024;5;26;6;147;21;True;False;False
2024-05-27;2024;5;27;0;148;22;False;False;False
2024-05-28;2024;5;28;1;149;22;False;False;False
2024-05-29;2024;5;29;2;150;22;False;False;False
2024-05-30;2024;5;30;3;151;22;False;False;False
2024-05-31;2024;5;31;4;152;22;False;False;False
2024-06-01;2024;6;1;5;153;22;True;True;False
2024-06-02;2024;6;2;6;154;22;True;True;False
2024-06-03;2024;6;3;0;155;23;False;True;False
2024-06-04;2024;6;4;1;156;23;False;True;False
2024-06-05;2024;6;5;2;157;23;False;True;False
2024-06-06;2024;6;6;3;158;23;False;True;False
2024-06-07;2024;6;7;4;159;23;False;True;False
2024-06-08;2024;6;8;5;160;23;True;True;False
2024-06-09;2024;6;9;6;161;23;True;True;False
2024-06-10;2024;6;10;0;162;24;False;True;False
2024-06-11;2024;6;11;1;163;24;False;True;False
2024-06-12;2024;6;12;2;164;24;False;True;False
2024-06-13;2024;6;13;3;165;24;False;True;False
2024-06-14;2024;6;14;4;166;24;False;True;False
2024-06-15;2024;6;15;5;167;24;True;True;False
2024-06-16;2024;6;16;6;168;24;True;True;False
2024-06-17;2024;6;17;0;169;25;False;True;False
2024-06-18;2024;6;18;1;170;25;False;True;False
2024-06-19;2024;6;19;2;171;25;False;True;False
2024-06-20;2024;6;20;3;172;25;False;True;False
2024-06-21;2024;6;21;4;173;25;False;True;False
2024-06-22;2024;6;22;5;174;25;True;True;False
2024-06-23;2024;6;23;6;175;25;True;True;False
2024-06-24;2024;6;24;0;176;26;False;True;False
2024-06-25;2024;6;25;1;177;26;False;True;False
2024-06-26;2024;6;26;2;178;26;False;True;False
2024-06-27;2024;6;27;3;179;26;False;True;False
2024-06-28;2024;6;28;4;180;26;False;True;False
2024-06-29;2024;6;29;5;181;26;True;True;False
2024-06-30;2024;6;30;6;182;26;True;True;False
2024-07-01;2024;7;1;0;183;27;False;True;False
2024-07-02;2024;7;2;1;184;27;False;True;False
2024-07-03;2024;7;3;2;185;27;False;True;False
2024-07-04;2024;7;4;3;186;27;False;True;False
2024-07-05;2024;7;5;4;187;27;False;True;False
2024-07-06;2024;7;6;5;188;27;True;True;False
2024-07-07;2024;7;7;6;189;27;True;True;False
2024-07-08;2024;7;8;0;190;28;False;True;False
2024-07-09;2024;7;9;1;191;28;False;True;False
2024-07-10;2024;7;10;2;192;28;False;True;False
2024-07-11;2024;7;11;3;193;28;False;True;False
2024-07-12;2024;7;12;4;194;28;False;True;False
2024-07-13;2024;7;13;5;195;28;True;True;False
2024-07-14;2024;7;14;6;196;28;True;True;False
2024-07-15;2024;7;15;0;197;29;False;True;False
2024-07-16;2024;7;16;1;198;29;False;True;False
2024-07-17;2024;7;17;2;199;29;False;True;False
2024-07-18;2024;7;18;3;200;29;False;True;False
2024-07-19;2024;7;19;4;201;29;False;True;False
2024-07-20;2024;7;20;5;202;29;True;True;False
2024-07-21;2024;7;21;6;203;29;True;True;False
2024-07-22;2024;7;22;0;204;30;False;True;False
2024-07-23;2024;7;23;1;205;30;False;True;False
2024-07-24;2024;7;24;2;206;30;False;True;False
2024-07-25;2024;7;25;3;207;30;False;True;False
2024-07-26;2024;7;26;4;208;30;False;True;False
2024-07-27;2024;7;27;5;209;30;True;True;False
2024-07-28;2024;7;28;6;210;30;True;True;False
2024-07-29;2024;7;29;0;211;31;False;True;False
2024-07-30;2024;7;30;1;212;31;False;True;False
2024-07-31;2024;7;31;2;213;31;False;True;False
2024-08-01;2024;8;1;3;214;31;False;True;False
2024-08-02;2024;8;2;4;215;31;False;True;False
2024-08-03;2024;8;3;5;216;31;True;True;False
2024-08-04;2024;8;4;6;217;31;True;True;False
2024-08-05;2024;8;5;0;218;32;False;True;False
2024-08-06;2024;8;6;1;219;32;False;True;False
2024-08-07;2024;8;7;2;220;32;False;True;False
2024-08-08;2024;8;8;3;221;32;False;True;False
2024-08-09;2024;8;9;4;222;32;False;True;False
2024-08-10;2024;8;10;5;223;32;True;True;False
2024-08-11;2024;8;11;6;224;32;True;True;False
2024-08-12;2024;8;12;0;225;33;False;True;False
2024-08-13;2024;8;13;1;226;33;False;True;False
2024-08-14;2024;8;14;2;227;33;False;True;False
2024-08-15;2024;8;15;3;228;33;False;True;False
2024-08-16;2024;8;16;4;229;33;False;True;False
2024-08-17;2024;8;17;5;230;33;True;True;False
2024-08-18;2024;8;18;6;231;33;True;True;False
2024-08-19;2024;8;19;0;232;34;False;True;False
2024-08-20;2024;8;20;1;233;34;False;True;False
2024-08-21;2024;8;21;2;234;34;False;True;False
2024-08-22;2024;8;22;3;235;34;False;True;False
2024-08-23;2024;8;23;4;236;34;False;True;False
2024-08-24;2024;8;24;5;237;34;True;True;False
2024-08-25;2024;8;25;6;238;34;True;True;False
2024-08-26;2024;8;26;0;239;35;False;True;False
2024-08-27;2024;8;27;1;240;35;False;True;False
2024-08-28;2024;8;28;2;241;35;False;True;False
2024-08-29;2024;8;29;3;242;35;False;True;False
2024-08-30;2024;8;30;4;243;35;False;True;False
2024-08-31;2024;8;31;5;244;35;True;True;False
2024-09-01;2024;9;1;6;245;35;True;False;False
2024-09-02;2024;9;2;0;246;36;False;False;False
2024-09-03;2024;9;3;1;247;36;False;False;False
2024-09-04;2024;9;4;2;248;36;False;False;False
2024-09-05;2024;9;5;3;249;36;False;False;False
2024-09-06;2024;9;6;4;250;36;False;False;False
2024-09-07;2024;9;7;5;251;36;True;False;False
2024-09-08;2024;9;8;6;252;36;True;False;False
2024-09-09;2024;9;9;0;253;37;False;False;False
2024-09-10;2024;9;10;1;254;37;False;False;False
2024-09-11;2024;9;11;2;255;37;False;False;False
2024-09-12;2024;9;12;3;256;37;False;False;False
2024-09-13;2024;9;13;4;257;37;False;False;False
2024-09-14;2024;9;14;5;258;37;True;False;False
2024-09-15;2024;9;15;6;259;37;True;False;False
2024-09-16;2024;9;16;0;260;38;False;False;False
2024-09-17;2024;9;17;1;261;38;False;False;False
2024-09-18;2024;9;18;2;262;38;False;False;False
2024-09-19;2024;9;19;3;263;38;False;False;False
2024-09-20;2024;9;20;4;264;38;False;False;False
2024-09-21;2024;9;21;5;265;38;True;False;False
2024-09-22;2024;9;22;6;266;38;True;False;False
2024-09-23;2024;9;23;0;267;39;False;False;False
2024-09-24;2024;9;24;1;268;39;False;False;False
2024-09-25;2024;9;25;2;269;39;False;False;False
2024-09-26;2024;9;26;3;270;39;False;False;False
2024-09-27;2024;9;27;4;271;39;False;False;False
2024-09-28;2024;9;28;5;272;39;True;False;False
2024-09-29;2024;9;29;6;273;39;True;False;False
2024-09-30;2024;9;30;0;274;40;False;False;False
2024-10-01;2024;10;1;1;275;40;False;False;False
2024-10-02;2024;10;2;2;276;40;False;False;False
2024-10-03;2024;10;3;3;277;40;False;False;False
2024-10-04;2024;10;4;4;278;40;False;False;False
2024-10-05;2024;10;5;5;279;40;True;False;False
2024-10-06;2024;10;6;6;280;40;True;False;False
2024-10-07;2024;10;7;0;281;41;False;False;False
2024-10-08;2024;10;8;1;282;41;False;False;False
2024-10-09;2024;10;9;2;283;41;False;False;False
2024-10-10;2024;10;10;3;284;41;False;False;False
2024-10-11;2024;10;11;4;285;41;False;False;False
2024-10-12;2024;10;12;5;286;41;True;False;False
2024-10-13;2024;10;13;6;287;41;True;False;False
2024-10-14;2024;10;14;0;288;42;False;False;False
2024-10-15;2024;10;15;1;289;42;False;False;False
2024-10-16;2024;10;16;2;290;42;False;False;False
2024-10-17;2024;10;17;3;291;42;False;False;False
2024-10-18;2024;10;18;4;292;42;False;False;False
2024-10-19;2024;10;19;5;293;42;True;False;False
2024-10-20;2024;10;20;6;294;42;True;False;False
2024-10-21;2024;10;21;0;295;43;False;False;False
2024-10-22;2024;10;22;1;296;43;False;False;False
2024-10-23;2024;10;23;2;297;43;False;False;False
2024-10-24;2024;10;24;3;298;43;False;False;False
2024-10-25;2024;10;25;4;299;43;False;False;False
2024-10-26;2024;10;26;5;300;43;True;False;False
2024-10-27;2024;10;27;6;301;43;True;False;False
2024-10-28;2024;10;28;0;302;44;False;False;False
2024-10-29;2024;10;29;1;303;44;False;False;False
2024-10-30;2024;10;30;2;304;44;False;False;False
2024-10-31;2024;10;31;3;305;44;False;False;False
2024-11-01;2024;11;1;4;306;44;False;False;False
2024-11-02;2024;11;2;5;307;44;True;False;False
2024-11-03;2024;11;3;6;308;44;True;False;False
2024-11-04;2024;11;4;0;309;45;False;False;False
2024-11-05;2024;11;5;1;310;45;False;False;False
2024-11-06;2024;11;6;2;311;45;False;False;False
2024-11-07;2024;11;7;3;312;45;False;False;False
2024-11-08;2024;11;8;4;313;45;False;False;False
2024-11-09;2024;11;9;5;314;45;True;False;False
2024-11-10;2024;11;10;6;315;45;True;False;False
2024-11-11;2024;11;11;0;316;46;False;False;False
2024-11-12;2024;11;12;1;317;46;False;False;False
2024-11-13;2024;11;13;2;318;46;False;False;False
2024-11-14;2024;11;14;3;319;46;False;False;False
2024-11-15;2024;11;15;4;320;46;False;False;False
2024-11-16;2024;11;16;5;321;46;True;False;False
2024-11-17;2024;11;17;6;322;46;True;False;False
2024-11-18;2024;11;18;0;323;47;False;False;False
2024-11-19;2024;11;19;1;324;47;False;False;False
2024-11-20;2024;11;20;2;325;47;False;False;False
2024-11-21;2024;11;21;3;326;47;False;False;False
2024-11-22;2024;11;22;4;327;47;False;False;False
2024-11-23;2024;11;23;5;328;47;True;False;False
2024-11-24;2024;11;24;6;329;47;True;False;False
2024-11-25;2024;11;25;0;330;48;False;False;False
2024-11-26;2024;11;26;1;331;48;False;False;False
2024-11-27;2024;11;27;2;332;48;False;False;False
2024-11-28;2024;11;28;3;333;48;False;False;False
2024-11-29;2024;11;29;4;334;48;False;False;False
2024-11-30;2024;11;30;5;335;48;True;False;False
2024-12-01;2024;12;1;6;336;48;True;False;False
2024-12-02;2024;12;2;0;337;49;False;False;False
2024-12-03;2024;12;3;1;338;49;False;False;False
2024-12-04;2024;12;4;2;339;49;False;False;False
2024-12-05;2024;12;5;3;340;49;False;False;False
2024-12-06;2024;12;6;4;341;49;False;False;False
2024-12-07;2024;12;7;5;342;49;True;False;False
2024-12-08;2024;12;8;6;343;49;True;False;False
2024-12-09;2024;12;9;0;344;50;False;False;False
2024-12-10;2024;12;10;1;345;50;False;False;False
2024-12-11;2024;12;11;2;346;50;False;False;False
2024-12-12;2024;12;12;3;347;50;False;False;False
2024-12-13;2024;12;13;4;348;50;False;False;False
2024-12-14;2024;12;14;5;349;50;True;False;False
2024-12-15;2024;12;15;6;350;50;True;False;False
2024-12-16;2024;12;16;0;351;51;False;False;False
2024-12-17;2024;12;17;1;352;51;False;False;False
2024-12-18;2024;12;18;2;353;51;False;False;False
2024-12-19;2024;12;19;3;354;51;False;False;False
2024-12-20;2024;12;20;4;355;51;False;False;False
2024-12-21;2024;12;21;5;356;51;True;False;False
2024-12-22;2024;12;22;6;357;51;True;False;False
2024-12-23;2024;12;23;0;358;52;False;False;False
2024-12-24;2024;12;24;1;359;52;False;False;False
2024-12-25;2024;12;25;2;360;52;False;False;False
2024-12-26;2024;12;26;3;361;52;False;False;False
2024-12-27;2024;12;27;4;362;52;False;False;False
2024-12-28;2024;12;28;5;363;52;True;False;False
2024-12-29;2024;12;29;6;364;52;True;False;False
2024-12-30;2024;12;30;0;365;1;False;False;False
2024-12-31;2024;12;31;1;366;1;False;False;False
2025-01-01;2025;1;1;2;1;1;False;False;False
