latitude;longitude;bright_ti4;acq_date;acq_time;confidence;frp;type
37.14162;40.2986;337.96;2024-01-01;0940;n;'6.90;0
36.84588;39.09976;345.76;2024-01-01;0940;n;'5.73;0
37.23634;40.67503;332.24;2024-01-01;0940;n;'7.44;0
37.08602;41.25772;330.2;2024-01-01;0940;n;'4.19;0
37.14769;40.30304;347.92;2024-01-01;0940;n;'7.63;0
37.14621;40.29688;336.78;2024-01-01;0940;n;'7.63;0
36.99553;39.67789;326.88;2024-01-01;0940;n;'3.79;0
37.18284;40.4291;341.69;2024-01-01;0940;n;'6.16;0
37.17706;40.40491;336.34;2024-01-01;0940;n;'6.78;0
37.15227;40.30133;328.79;2024-01-01;0940;n;'7.63;0
36.76342;38.7328;346.96;2024-01-01;0940;n;'3.63;0
36.77131;38.74213;326.93;2024-01-01;0940;n;'2.52;0
36.77035;38.73837;335.24;2024-01-01;0940;n;'2.52;0
37.2051;40.4603;346.52;2024-01-01;0940;n;'5.56;0
37.18355;40.36967;330.83;2024-01-01;0940;n;'5.17;0
37.20965;40.45867;328.2;2024-01-01;0940;n;'5.56;0
36.78442;38.72885;327.5;2024-01-01;0940;n;'1.88;0
37.15152;40.19378;367.0;2024-01-01;0940;h;'14.13;0
37.15745;40.21857;326.8;2024-01-01;0940;n;'2.92;0
37.18288;40.28325;333.92;2024-01-01;0940;n;'9.07;0
37.18142;40.27708;340.02;2024-01-01;0940;n;'11.03;0
37.18747;40.28155;338.83;2024-01-01;0940;n;'9.07;0
37.186;40.27539;353.03;2024-01-01;0940;n;'11.03;0
37.20662;40.3413;330.62;2024-01-01;0940;n;'3.07;0
37.18383;39.8224;337.82;2024-01-01;0940;n;'11.50;0
37.28867;40.23808;327.79;2024-01-01;0940;n;'3.75;0
37.16309;39.69458;339.88;2024-01-01;0940;n;'8.97;0
37.19003;39.78451;329.19;2024-01-01;0940;n;'3.77;0
37.23063;39.93186;337.06;2024-01-01;0940;n;'8.23;0
37.21917;39.65816;337.01;2024-01-01;0940;n;'5.32;0
37.22713;39.66953;338.04;2024-01-01;0940;n;'6.51;0
37.22552;39.66296;343.75;2024-01-01;0940;n;'21.18;0
37.35583;40.17861;337.93;2024-01-01;0940;n;'10.16;0
37.24158;39.70741;345.55;2024-01-01;0940;n;'11.90;0
37.23996;39.70081;336.78;2024-01-01;0940;n;'9.76;0
37.23186;39.66776;334.78;2024-01-01;0940;n;'6.51;0
37.23336;39.65282;339.9;2024-01-01;0940;n;'7.09;0
37.22526;39.61979;353.26;2024-01-01;0940;n;'18.17;0
37.21221;39.5667;341.21;2024-01-01;0940;n;'7.00;0
36.91346;38.38126;337.5;2024-01-01;0940;n;'3.15;0
37.2462;39.68418;328.96;2024-01-01;0940;n;'3.09;0
37.25393;39.65245;337.79;2024-01-01;0940;n;'7.00;0
37.2523;39.64581;336.39;2024-01-01;0940;n;'7.00;0
37.26991;39.69697;325.52;2024-01-01;0940;n;'6.20;0
37.2651;39.67716;329.86;2024-01-01;0940;n;'2.24;0
37.16354;39.17744;334.42;2024-01-01;0940;n;'3.71;0
37.16267;39.1739;338.52;2024-01-01;0940;n;'3.86;0
37.15351;39.11531;332.03;2024-01-01;0940;n;'2.65;0
37.27557;39.52843;327.38;2024-01-01;0940;n;'3.62;0
37.28032;39.52663;328.09;2024-01-01;0940;n;'3.62;0
36.9739;38.37588;329.84;2024-01-01;0940;n;'2.56;0
37.27804;39.52763;338.66;2024-01-01;0940;n;'11.05;0
37.17999;39.05138;341.24;2024-01-01;0940;n;'3.42;0
37.01439;38.40281;331.26;2024-01-01;0940;n;'3.96;0
37.03978;38.3716;326.19;2024-01-01;0940;n;'1.76;0
37.38872;39.74731;330.61;2024-01-01;0940;n;'5.17;0
37.24809;39.02705;333.55;2024-01-01;0940;n;'3.94;0
37.43884;39.53797;333.98;2024-01-01;0940;n;'3.85;0
37.46985;39.43139;335.4;2024-01-01;0940;n;'4.42;0
37.4109;39.22744;327.68;2024-01-01;0940;n;'3.52;0
37.48993;39.43876;337.66;2024-01-01;0940;n;'5.40;0
37.47106;39.34185;337.68;2024-01-01;0940;n;'6.70;0
37.51448;39.49598;326.7;2024-01-01;0940;n;'2.90;0
37.5036;39.38887;330.17;2024-01-01;0940;n;'12.31;0
37.50669;39.3803;338.05;2024-01-01;0940;n;'12.31;0
37.52313;39.42592;337.21;2024-01-01;0940;n;'8.79;0
37.44276;39.05889;332.4;2024-01-01;0940;n;'2.14;0
37.50316;39.23874;336.89;2024-01-01;0940;n;'6.56;0
37.50145;39.23182;335.37;2024-01-01;0940;n;'6.56;0
37.37951;38.69872;330.94;2024-01-01;0940;n;'1.83;0
37.38448;38.69693;330.96;2024-01-01;0940;n;'2.04;0
37.53251;39.01383;341.17;2024-01-01;0940;n;'2.60;0
37.69197;39.47006;338.38;2024-01-01;0940;n;'5.79;0
37.66043;39.31898;336.46;2024-01-01;0940;n;'5.31;0
37.69046;39.47068;338.39;2024-01-01;0940;n;'9.44;0
37.66275;39.31823;340.32;2024-01-01;0940;n;'9.71;0
37.62608;39.13027;328.45;2024-01-01;0940;n;'3.93;0
40.22931;32.48802;326.07;2024-01-01;0941;n;'3.07;0
37.11565;40.48997;335.0;2024-01-01;1120;n;'13.79;0
36.84261;39.10208;330.89;2024-01-01;1120;n;'4.49;0
36.9602;40.32315;344.75;2024-01-01;1120;n;'10.57;0
36.97892;40.24681;347.56;2024-01-01;1120;n;'8.33;0
36.99572;40.38408;339.82;2024-01-01;1120;n;'7.42;0
37.00738;40.29878;341.87;2024-01-01;1120;n;'5.62;0
37.02838;40.32106;339.21;2024-01-01;1120;n;'5.95;0
36.9804;40.24568;340.36;2024-01-01;1120;n;'8.96;0
36.99647;40.38298;340.38;2024-01-01;1120;n;'11.90;0
36.99342;40.21487;327.83;2024-01-01;1120;n;'4.07;0
37.00858;40.29755;341.52;2024-01-01;1120;n;'6.41;0
37.02265;40.31985;336.72;2024-01-01;1120;n;'6.84;0
37.0442;40.37369;325.65;2024-01-01;1120;n;'8.70;0
37.04405;40.36599;326.89;2024-01-01;1120;n;'6.90;0
37.04106;40.22029;333.01;2024-01-01;1120;n;'6.45;0
37.04011;40.17558;327.86;2024-01-01;1120;n;'4.58;0
37.05009;40.3271;337.37;2024-01-01;1120;n;'5.73;0
37.04962;40.30405;335.21;2024-01-01;1120;n;'4.97;0
37.04785;40.22008;344.18;2024-01-01;1120;n;'6.45;0
37.06182;40.57496;334.41;2024-01-01;1120;n;'8.58;0
37.06168;40.56712;325.48;2024-01-01;1120;n;'7.64;0
37.07986;40.44246;344.2;2024-01-01;1120;n;'7.68;0
37.0842;40.32575;332.65;2024-01-01;1120;n;'5.21;0
37.08249;40.24946;334.48;2024-01-01;1120;n;'4.57;0
37.08928;40.24924;327.22;2024-01-01;1120;n;'4.57;0
37.11538;40.49621;348.24;2024-01-01;1120;n;'11.44;0
37.13937;40.64503;329.6;2024-01-01;1120;n;'3.91;0
37.08054;40.44419;348.7;2024-01-01;1120;n;'7.65;0
37.0798;40.39756;329.28;2024-01-01;1120;n;'6.47;0
37.08549;40.32724;332.48;2024-01-01;1120;n;'5.12;0
37.08418;40.25092;348.59;2024-01-01;1120;n;'13.28;0
37.14288;40.47329;341.22;2024-01-01;1120;n;'8.24;0
37.14273;40.46551;327.27;2024-01-01;1120;n;'5.00;0
37.16851;40.7505;340.39;2024-01-01;1120;n;'6.61;0
37.176;40.41034;326.32;2024-01-01;1120;n;'4.42;0
37.18253;40.39451;334.81;2024-01-01;1120;n;'12.37;0
37.18722;40.29444;345.43;2024-01-01;1120;n;'7.51;0
37.18119;39.53353;338.93;2024-01-01;1120;n;'6.79;0
37.19884;39.93344;339.42;2024-01-01;1120;n;'5.39;0
37.21764;40.43238;345.25;2024-01-01;1120;n;'11.28;0
37.19598;39.58918;336.24;2024-01-01;1120;n;'5.32;0
37.22039;40.25509;329.75;2024-01-01;1120;n;'7.28;0
37.22626;40.21685;367.0;2024-01-01;1120;h;'10.34;0
37.18306;40.38947;335.84;2024-01-01;1120;n;'4.43;0
37.18159;40.29723;336.91;2024-01-01;1120;n;'13.77;0
37.16859;39.6204;329.94;2024-01-01;1120;n;'3.24;0
37.17966;39.52811;328.11;2024-01-01;1120;n;'7.24;0
37.19431;39.59082;347.27;2024-01-01;1120;n;'7.57;0
37.21797;40.42717;346.68;2024-01-01;1120;n;'11.41;0
37.22179;40.25752;337.22;2024-01-01;1120;n;'6.19;0
37.22107;40.21941;336.19;2024-01-01;1120;n;'14.56;0
37.21596;39.66801;327.05;2024-01-01;1120;n;'2.71;0
37.22866;39.64624;329.35;2024-01-01;1120;n;'2.64;0
37.24839;40.2257;367.0;2024-01-01;1120;h;'27.53;0
37.2537;40.50406;332.97;2024-01-01;1120;n;'4.86;0
37.24931;40.27159;338.9;2024-01-01;1120;n;'6.89;0
37.23614;39.6811;327.59;2024-01-01;1120;n;'3.55;0
37.27524;40.20924;340.09;2024-01-01;1120;n;'12.37;0
37.26903;39.6725;329.52;2024-01-01;1120;n;'3.24;0
37.27217;39.54517;343.95;2024-01-01;1120;n;'8.64;0
37.30482;39.53682;332.95;2024-01-01;1120;n;'5.46;0
37.27088;39.54576;335.06;2024-01-01;1120;n;'7.84;0
37.30358;39.53731;330.84;2024-01-01;1120;n;'5.93;0
37.31099;39.5715;353.63;2024-01-01;1120;n;'9.21;0
37.37534;38.70306;331.47;2024-01-01;1120;n;'5.02;0
37.4124;39.43544;342.57;2024-01-01;1120;n;'8.04;0
37.41219;39.42858;339.48;2024-01-01;1120;n;'8.04;0
37.41137;39.43392;353.38;2024-01-01;1120;n;'11.56;0
37.41119;39.42702;325.69;2024-01-01;1120;n;'10.43;0
37.45208;39.24898;328.87;2024-01-01;1120;n;'7.57;0
37.45189;39.24231;351.28;2024-01-01;1120;n;'7.57;0
37.49746;39.24707;336.61;2024-01-01;1120;n;'4.74;0
37.50312;39.22025;367.0;2024-01-01;1120;h;'10.99;0
37.50291;39.21367;337.16;2024-01-01;1120;n;'10.99;0
37.50896;39.20011;342.81;2024-01-01;1120;n;'4.90;0
37.4842;39.22791;326.23;2024-01-01;1120;n;'2.76;0
37.49765;39.24709;338.79;2024-01-01;1120;n;'6.15;0
37.50346;39.22022;354.63;2024-01-01;1120;n;'17.82;0
37.50329;39.21366;343.71;2024-01-01;1120;n;'12.98;0
37.50941;39.20009;342.76;2024-01-01;1120;n;'4.80;0
37.51641;39.2196;325.49;2024-01-01;1120;n;'2.61;0
37.55828;39.32551;339.14;2024-01-01;1120;n;'11.84;0
37.59777;39.33802;329.38;2024-01-01;1120;n;'4.14;0
37.59715;39.33618;335.18;2024-01-01;1120;n;'6.53;0
37.64965;39.34732;331.34;2024-01-01;1120;n;'7.69;0
37.66488;39.42896;331.28;2024-01-01;1120;n;'3.71;0
37.66107;39.2872;327.27;2024-01-01;1120;n;'3.41;0
37.66904;39.34002;336.43;2024-01-01;1120;n;'3.78;0
37.67558;39.34036;328.56;2024-01-01;1120;n;'3.78;0
40.00303;34.91611;334.17;2024-01-01;1121;n;'3.03;0
39.70516;36.56998;348.88;2024-01-01;1121;n;'5.28;0
39.70649;36.57061;329.63;2024-01-01;1121;n;'2.34;0
37.91519;34.40449;338.13;2024-01-01;1121;n;'2.42;0
38.88235;34.85458;340.43;2024-01-01;1121;n;'2.85;0
39.64298;37.19958;326.85;2024-01-01;1121;n;'2.62;0
41.53374;27.08567;338.27;2024-01-01;1122;n;'10.78;0
41.26047;31.42645;308.09;2024-01-01;2340;n;'1.21;2
40.946;31.39547;302.7;2024-01-01;2340;n;'0.93;2
40.76007;29.76113;297.5;2024-01-01;2340;n;'1.01;2
40.76881;29.53244;298.57;2024-01-01;2340;n;'1.00;0
40.75988;29.35816;300.43;2024-01-01;2340;n;'1.24;2
40.24366;29.92699;298.08;2024-01-01;2340;n;'0.66;2
38.2785;39.744;297.06;2024-01-01;2340;n;'0.70;2
38.78864;26.91681;295.24;2024-01-01;2340;n;'0.25;0
38.4287;27.21445;305.7;2024-01-01;2340;n;'1.86;2
38.42924;27.21548;303.99;2024-01-01;2340;n;'1.75;2
41.25499;31.41503;297.08;2024-01-01;2340;n;'0.38;2
41.17526;32.63286;314.81;2024-01-01;2340;n;'1.94;2
41.26796;31.42035;296.23;2024-01-01;2340;n;'0.84;3
41.2673;31.42527;304.24;2024-01-01;2340;n;'1.13;2
41.26794;31.42316;312.52;2024-01-01;2340;n;'1.15;2
41.26454;31.42235;298.08;2024-01-01;2340;n;'1.15;2
41.26387;31.42726;300.93;2024-01-01;2340;n;'1.20;2
37.86373;29.3701;311.77;2024-01-01;2341;n;'1.22;2
36.71954;36.20044;322.13;2024-01-01;2341;n;'3.41;2
37.49809;39.21703;340.62;2024-01-02;1101;n;'8.38;0
37.24931;39.8899;326.5;2024-01-02;1101;n;'1.32;0
37.25111;39.75284;332.86;2024-01-02;1101;n;'2.85;0
37.25087;39.74901;325.68;2024-01-02;1101;n;'2.76;0
37.30297;39.67425;335.48;2024-01-02;1101;n;'5.00;0
37.30489;39.6716;339.87;2024-01-02;1101;n;'2.14;0
37.33498;39.65655;328.7;2024-01-02;1101;n;'3.32;0
37.34059;39.66359;337.03;2024-01-02;1101;n;'2.41;0
37.37498;40.13576;326.56;2024-01-02;1101;n;'3.44;0
37.37473;40.13163;331.37;2024-01-02;1101;n;'3.97;0
37.37041;39.64495;367.0;2024-01-02;1101;h;'6.14;0
37.37066;39.64871;347.8;2024-01-02;1101;n;'6.14;0
37.38377;39.61272;339.04;2024-01-02;1101;n;'2.59;0
37.37976;39.55272;348.81;2024-01-02;1101;n;'4.85;0
37.38691;39.58249;333.82;2024-01-02;1101;n;'2.71;0
37.40225;39.58085;339.25;2024-01-02;1101;n;'3.27;0
37.40499;39.58089;331.04;2024-01-02;1101;n;'1.91;0
37.49758;39.21617;337.5;2024-01-02;1101;n;'7.31;0
37.28078;32.81207;342.26;2024-01-02;1101;n;'3.90;0
36.7328;39.59415;354.51;2024-01-02;1101;n;'4.26;0
36.85486;39.53193;340.55;2024-01-02;1101;n;'3.74;0
37.04459;39.66641;326.14;2024-01-02;1101;n;'2.12;0
37.05813;39.71504;337.91;2024-01-02;1101;n;'3.81;0
37.08208;39.46329;329.61;2024-01-02;1101;n;'1.54;0
37.0805;39.46265;329.88;2024-01-02;1101;n;'1.66;0
37.10625;39.62538;328.55;2024-01-02;1101;n;'2.02;0
37.1465;39.93549;345.38;2024-01-02;1101;n;'4.20;0
37.13868;39.64878;342.52;2024-01-02;1101;n;'3.00;0
37.14306;39.63683;340.33;2024-01-02;1101;n;'3.96;0
37.14281;39.63306;343.54;2024-01-02;1101;n;'3.96;0
37.16487;39.502;329.39;2024-01-02;1101;n;'1.61;0
37.16996;39.50156;329.39;2024-01-02;1101;n;'1.61;0
37.18891;39.70496;326.78;2024-01-02;1101;n;'2.09;0
37.19506;39.64317;327.83;2024-01-02;1101;n;'2.16;0
37.2098;39.67285;350.33;2024-01-02;1101;n;'4.26;0
37.18047;39.06825;326.42;2024-01-02;1101;n;'3.52;0
37.224;39.65218;353.93;2024-01-02;1101;n;'9.71;0
37.22423;39.65596;356.12;2024-01-02;1101;l;'9.30;0
37.62986;32.61123;328.6;2024-01-02;1102;n;'3.79;0
38.75439;26.95134;300.5;2024-01-02;2321;n;'1.03;2
38.75415;26.95534;305.13;2024-01-02;2321;n;'1.03;2
38.74354;26.95822;295.36;2024-01-02;2321;n;'0.65;2
38.73928;26.94197;303.54;2024-01-02;2321;n;'0.71;2
38.73905;26.94588;303.82;2024-01-02;2321;n;'0.71;2
38.74241;26.95996;301.54;2024-01-02;2321;n;'0.63;2
38.73825;26.94374;303.45;2024-01-02;2321;n;'0.66;2
38.738;26.94766;295.83;2024-01-02;2321;n;'0.66;2
39.86836;26.24118;302.49;2024-01-02;2321;n;'0.84;2
38.42667;27.21533;310.53;2024-01-02;2322;n;'1.25;2
37.86132;29.36959;296.63;2024-01-02;2322;n;'1.74;2
41.25439;31.40904;301.95;2024-01-03;0101;n;'1.83;2
38.74857;26.95543;298.1;2024-01-03;0102;n;'0.84;0
38.75017;26.94998;295.08;2024-01-03;0102;n;'0.84;2
39.86641;26.24086;295.17;2024-01-03;0102;n;'0.95;2
38.73889;26.94435;306.93;2024-01-03;0102;n;'1.76;2
39.95652;44.02991;325.01;2024-01-03;0903;n;'2.85;0
37.02903;40.27904;331.84;2024-01-03;1042;n;'3.03;0
37.10728;40.1553;338.45;2024-01-03;1042;n;'3.09;0
36.7314;36.2136;334.6;2024-01-03;1042;n;'3.50;2
39.97454;44.03449;336.88;2024-01-03;1043;n;'2.42;0
39.4862;30.03807;298.52;2024-01-03;2302;n;'0.87;2
38.73852;26.9397;298.68;2024-01-03;2302;n;'1.54;2
38.7411;26.9396;296.36;2024-01-03;2303;n;'1.95;2
40.75898;29.7605;297.3;2024-01-04;0042;n;'0.96;2
40.76675;29.52605;300.5;2024-01-04;0042;n;'0.94;2
40.76842;29.52692;303.16;2024-01-04;0042;n;'0.76;2
38.73811;26.94174;301.16;2024-01-04;0043;n;'1.51;2
39.48681;30.04086;304.88;2024-01-04;0043;n;'1.51;2
39.86488;26.24272;298.9;2024-01-04;0043;n;'1.18;2
38.73477;26.94736;300.58;2024-01-04;0043;n;'1.39;2
38.73626;26.94122;299.14;2024-01-04;0043;n;'1.39;2
38.73656;26.94797;301.85;2024-01-04;0043;n;'1.43;2
38.4875;32.17803;327.46;2024-01-04;1024;n;'2.86;0
37.98214;33.2146;330.07;2024-01-04;1024;n;'3.35;0
37.4897;35.84171;333.15;2024-01-04;1024;n;'4.21;0
36.26741;33.72643;299.44;2024-01-04;2244;n;'1.21;2
41.79557;26.70291;299.09;2024-01-05;0024;n;'0.72;2
39.60758;27.87797;296.18;2024-01-05;0024;n;'0.73;0
39.866;26.24315;309.82;2024-01-05;0024;n;'1.71;2
38.65796;30.61858;302.51;2024-01-05;0024;n;'0.93;2
38.75618;26.95178;300.84;2024-01-05;0024;n;'0.49;2
38.75254;26.95057;298.75;2024-01-05;0024;n;'0.95;2
38.743;26.95937;298.73;2024-01-05;0024;n;'0.61;2
38.7413;26.929;296.02;2024-01-05;0024;n;'0.73;2
38.73796;26.94573;311.16;2024-01-05;0024;n;'2.42;2
38.42658;27.21608;307.62;2024-01-05;0024;n;'1.60;2
39.48507;30.04244;298.26;2024-01-05;0024;n;'0.70;2
37.33893;32.82517;336.86;2024-01-05;1005;n;'71.70;0
38.75554;32.63636;340.52;2024-01-05;1146;n;'5.46;0
38.66227;27.17896;335.75;2024-01-05;1146;n;'5.61;0
39.24113;31.27643;352.08;2024-01-05;1146;n;'6.65;0
37.7048;31.45448;345.39;2024-01-05;1146;n;'6.27;0
41.71033;26.5488;326.83;2024-01-05;1147;n;'5.75;0
36.73403;36.20811;299.42;2024-01-05;2225;n;'1.29;2
36.74443;36.207;300.71;2024-01-05;2225;n;'2.39;2
37.27921;38.72885;300.71;2024-01-05;2225;n;'1.24;2
37.29564;37.1512;298.69;2024-01-05;2225;n;'1.17;2
36.73112;36.20617;298.32;2024-01-05;2225;n;'1.14;2
36.74068;36.20847;301.86;2024-01-05;2225;n;'1.63;2
41.24092;36.46411;310.76;2024-01-06;0004;n;'1.11;2
41.17741;32.6312;301.4;2024-01-06;0005;n;'1.81;2
37.29351;37.15672;308.75;2024-01-06;0005;n;'1.04;2
41.19418;32.62511;295.6;2024-01-06;0005;n;'0.99;0
41.17623;32.63702;325.05;2024-01-06;0005;n;'1.81;2
39.57625;29.86026;303.32;2024-01-06;0005;n;'1.38;0
39.7451;30.1974;295.01;2024-01-06;0005;n;'0.83;2
38.4568;38.72615;297.6;2024-01-06;0005;n;'0.77;2
40.75889;29.35961;297.05;2024-01-06;0005;n;'0.77;2
40.74675;29.76633;295.52;2024-01-06;0005;n;'1.30;2
40.75845;29.75995;299.83;2024-01-06;0005;n;'1.32;2
38.66442;39.23259;298.75;2024-01-06;0005;n;'0.79;2
38.66653;39.23244;295.57;2024-01-06;0005;n;'0.81;2
41.1738;32.62986;302.85;2024-01-06;0005;n;'1.81;2
38.65842;30.61785;301.1;2024-01-06;0005;n;'1.13;2
37.42946;35.01517;297.17;2024-01-06;0005;n;'0.41;0
38.74147;26.96342;301.22;2024-01-06;0006;n;'0.51;2
38.75378;26.95093;303.24;2024-01-06;0006;n;'0.70;2
38.74354;26.95032;299.58;2024-01-06;0006;n;'0.54;2
38.74096;26.9451;300.51;2024-01-06;0006;n;'0.54;2
38.73769;26.94426;305.25;2024-01-06;0006;n;'1.05;2
38.737;26.94863;309.49;2024-01-06;0006;n;'1.05;2
36.73153;36.20848;302.08;2024-01-06;0006;n;'2.02;2
36.71892;36.19659;308.36;2024-01-06;0006;n;'2.27;2
36.71735;36.20301;307.88;2024-01-06;0006;n;'2.27;2
38.45474;27.26144;295.98;2024-01-06;0006;n;'0.45;2
38.42763;27.21802;316.29;2024-01-06;0006;n;'1.72;2
36.86846;34.75974;300.06;2024-01-06;0006;n;'1.35;2
37.86283;29.37306;304.72;2024-01-06;0006;n;'1.30;2
37.7729;27.43941;296.21;2024-01-06;0006;n;'0.66;2
36.93587;30.64841;300.0;2024-01-06;0006;n;'0.85;2
36.26178;33.7259;297.1;2024-01-06;0006;n;'0.47;0
39.87084;44.54957;328.46;2024-01-06;0946;n;'4.62;0
36.71732;36.2039;339.14;2024-01-06;0946;n;'3.27;2
37.01552;36.10473;325.07;2024-01-06;0946;n;'2.17;2
39.80518;33.84343;330.38;2024-01-06;0947;n;'2.71;0
38.16363;33.4125;350.8;2024-01-06;1127;n;'8.19;0
40.45745;35.0489;339.08;2024-01-06;1127;n;'3.54;0
38.99114;31.6084;332.86;2024-01-06;1127;n;'5.73;0
37.82834;33.53463;356.27;2024-01-06;1127;l;'28.67;0
37.50358;31.90083;329.54;2024-01-06;1127;n;'3.38;0
37.82811;33.53068;349.33;2024-01-06;1127;n;'20.33;0
38.58166;32.92821;327.41;2024-01-06;1127;n;'2.90;0
41.26802;31.42293;312.7;2024-01-06;2346;n;'1.28;2
39.946;33.19201;308.79;2024-01-06;2346;n;'1.54;2
39.17803;36.12297;308.87;2024-01-06;2346;n;'1.68;0
39.59448;32.42056;296.15;2024-01-06;2346;n;'0.73;2
39.74491;30.19705;297.81;2024-01-06;2346;n;'0.80;2
39.57816;29.8616;300.19;2024-01-06;2346;n;'0.92;0
39.86708;26.24132;301.87;2024-01-06;2346;n;'0.91;2
40.76785;29.52861;297.54;2024-01-06;2346;n;'0.75;2
40.79857;29.37774;309.68;2024-01-06;2346;n;'0.79;2
41.01999;28.55741;297.98;2024-01-06;2346;n;'0.52;2
41.0228;28.55389;297.79;2024-01-06;2346;n;'0.80;2
40.7572;31.78132;298.79;2024-01-06;2346;n;'0.43;2
40.94519;31.39448;306.37;2024-01-06;2346;n;'0.75;2
41.25552;31.41491;299.73;2024-01-06;2346;n;'0.39;2
41.26075;31.4258;304.0;2024-01-06;2346;n;'1.16;2
41.26336;31.43126;306.29;2024-01-06;2346;n;'1.16;2
41.26404;31.42666;316.64;2024-01-06;2346;n;'1.16;2
40.04954;32.64992;300.91;2024-01-06;2346;n;'0.84;2
41.17406;32.63011;306.16;2024-01-06;2346;n;'1.38;2
41.17661;32.63555;312.3;2024-01-06;2346;n;'2.35;2
41.18314;32.63738;295.07;2024-01-06;2346;n;'1.27;2
41.19184;32.62564;307.24;2024-01-06;2346;n;'1.21;0
40.75862;29.35836;296.03;2024-01-06;2346;n;'0.73;2
38.42647;27.21438;313.3;2024-01-06;2347;n;'1.82;2
